R3t,R3p,Et1,Ep,Et2,E
-2.2,0.6,-9.753757533442695,-7.908075548009947,-9.265546595677733,-53.85475935426075
-2.2,0.7,-9.753757533442695,-7.92953764507547,-9.043947714264505,-53.45448578556534
-2.2,0.8,-9.753757533442695,-7.945957071729936,-8.805114898306783,-53.00965900695883
-2.2,0.9,-9.753757533442695,-7.955529109342024,-8.560224100772757,-52.53902148711495
-2.2,1.0,-9.753757533442695,-7.956899591139518,-8.320024568005465,-52.061363385175355
-2.2,1.1,-9.753757533442695,-7.9492590294685215,-8.094191876531113,-51.59441687888466
-2.2,1.2,-9.753757533442695,-7.932208327576518,-7.890732426720206,-51.15339657547884
-2.2,1.3,-9.753757533442695,-7.905485186725855,-7.715913788357284,-50.75031301705167
-2.2,1.4,-9.753757533442695,-7.869113452150486,-7.573694294434972,-50.393130560056306
-2.2,1.5,-9.753757533442695,-7.8232550212414935,-7.466186771169305,-50.086398651706986
-2.2,1.6,-9.753757533442695,-7.76822239428293,-7.393845535989385,-49.83165092743002
-2.2,1.7,-9.753757533442695,-7.704674456850626,-7.354771743121091,-49.62640746682882
-2.2,1.8,-9.753757533442695,-7.6337231560610235,-7.345278771826997,-49.46551892266143
-2.1,-4.0,-9.675114842597395,-6.200287002837285,-9.434977433353197,-50.620758557575755
-2.1,-3.9,-9.675114842597395,-6.281363804941066,-9.296540569746867,-50.506038434570655
-2.1,-3.8,-9.675114842597395,-6.357074141385965,-9.161971050139982,-50.388320068246685
-2.1,-3.7,-9.675114842597395,-6.427389146876521,-9.042935540725011,-50.290879060397856
-2.1,-3.6,-9.675114842597395,-6.492380357580259,-8.949147896026261,-50.23328619240783
-2.1,-3.5,-9.675114842597395,-6.552401689114049,-8.888738135923631,-50.23250933527015
-2.1,-3.4,-9.675114842597395,-6.607975229737349,-8.866761480632704,-50.299703105934896
-2.1,-3.3,-9.675114842597395,-6.659707154030912,-8.886867528781295,-50.4433790508192
-2.1,-3.2,-9.675114842597395,-6.7084458557656035,-8.950355225300882,-50.66783184732776
-2.1,-3.1,-9.675114842597395,-6.755330892978236,-9.055682778940536,-50.972257029032335
-2.1,-3.0,-9.675114842597395,-6.801658701268025,-9.199228828947525,-51.35200474562589
-2.1,-2.9,-9.675114842597395,-6.848989270394668,-9.374034289561678,-51.79627680510748
-2.1,-2.8,-9.675114842597395,-6.899010602734052,-9.571457093290519,-52.29116507724393
-2.1,-2.7,-9.675114842597395,-6.9532575871562585,-9.781141442246735,-52.81902774400078
-2.1,-2.6,-9.675114842597395,-7.012943828245625,-9.990651971078478,-53.357421283842996
-2.1,-2.5,-9.675114842597395,-7.078736996627413,-10.186927686387207,-53.88155905122403
-2.1,-2.4,-9.675114842597395,-7.1506032071774825,-10.356606390385423,-54.3646488803206
-2.1,-2.3,-9.675114842597395,-7.227822077577002,-10.487597220344469,-54.78106828103773
-2.1,-2.2,-9.675114842597395,-7.30904697207734,-10.570415362773929,-55.10915435489733
-2.1,-2.1,-9.675114842597395,-7.3923614748055115,-10.598829015507363,-55.33261066582054
-2.1,-2.0,-9.675114842597395,-7.475655897054821,-10.570415362773929,-55.44237220485229
-2.1,-1.9,-9.675114842597395,-7.556791685055941,-10.487597220344469,-55.43900749599561
-2.1,-1.8,-9.675114842597395,-7.6337231560610235,-10.356606390385423,-55.33088877808768
-2.1,-1.7,-9.675114842597395,-7.704674456850626,-10.186927686387207,-55.133433971670456
-2.1,-1.6,-9.675114842597395,-7.76822239428293,-9.990651971078478,-54.867978415917605
-2.1,-1.5,-9.675114842597395,-7.8232550212414935,-9.781141442246735,-54.55902261217125
-2.1,-1.4,-9.675114842597395,-7.869113452150486,-9.571457093290519,-54.2313707760768
-2.1,-1.3,-9.675114842597395,-7.905485186725855,-9.374034289561678,-53.909268637769856
-2.1,-1.2,-9.675114842597395,-7.932208327576518,-9.199228828947525,-53.61310399824288
-2.1,-1.1,-9.675114842597395,-7.9492590294685215,-9.055682778940536,-53.360113302012905
-2.1,-1.0,-9.675114842597395,-7.956899591139518,-8.950355225300882,-53.16473931807559
-2.1,-0.9,-9.675114842597395,-7.955529109342024,-8.886867528781295,-53.03502296144143
-2.1,-0.8,-9.675114842597395,-7.945957071729936,-8.866761480632704,-52.97566678992007
-2.1,-0.7,-9.675114842597395,-7.92953764507547,-8.888738135923631,-52.986781247192994
-2.1,-0.6,-9.675114842597395,-7.908075548009947,-8.949147896026261,-53.06467657326721
-2.1,-0.5,-9.675114842597395,-7.883730670204386,-9.042935540725011,-53.203562107053585
-2.1,-0.4,-9.675114842597395,-7.858969125547446,-9.161971050139982,-53.39211003656965
-2.1,-0.3,-9.675114842597395,-7.8362538911169395,-9.296540569746867,-53.6158186069224
-2.1,-0.2,-9.675114842597395,-7.817929971613921,-9.434977433353197,-53.85604449512903
-2.1,-0.1,-9.675114842597395,-7.806068777455948,-9.565122379688546,-54.09261199948378
-2.1,0.0,-9.675114842597395,-7.80199372745119,-9.675114842597395,-54.30444682529196
-2.1,0.1,-9.675114842597395,-7.806068777455948,-9.753757533442695,-54.469882306992076
-2.1,0.2,-9.675114842597395,-7.817929971613921,-9.791780246887356,-54.569650122197345
-2.1,0.3,-9.675114842597395,-7.836254518595524,-9.782580950122792,-54.58790062263142
-2.1,0.4,-9.675114842597395,-7.858969125547446,-9.723045311577152,-54.51425855944399
-2.1,0.5,-9.675114842597395,-7.883730670204386,-9.61368349607801,-54.345058017759584
-2.1,0.6,-9.675114842597395,-7.908075548009947,-9.458724294381682,-54.08382936997805
-2.1,0.7,-9.675114842597395,-7.92953764507547,-9.265546595677733,-53.7403981667012
-2.1,0.8,-9.675114842597395,-7.945957071729936,-9.043947714264505,-53.33003925718367
-2.1,0.9,-9.675114842597395,-7.955529109342024,-8.805114898306783,-52.871517700492404
-2.1,1.0,-9.675114842597395,-7.956899591139518,-8.560224100772757,-52.38447706901934
-2.1,1.1,-9.675114842597395,-7.9492590294685215,-8.320024568005465,-51.88879688014276
-2.1,1.2,-9.675114842597395,-7.932208327576518,-8.094191876531113,-51.40303009341005
-2.1,1.3,-9.675114842597395,-7.905485186725855,-7.890732426720206,-50.94266491208691
-2.1,1.4,-9.675114842597395,-7.869113452150486,-7.715913788357284,-50.52028416621033
-2.1,1.5,-9.675114842597395,-7.8232550212414935,-7.573694294434972,-50.14412831654772
-2.1,1.6,-9.675114842597395,-7.76822239428293,-7.466186771169305,-49.81904801609926
-2.1,1.7,-9.675114842597395,-7.704674456850626,-7.393845535989385,-49.54726967087481
-2.1,1.8,-9.675114842597395,-7.6337231560610235,-7.354771743121091,-49.32721948355902
-2.1,1.9,-9.675114842597395,-7.556791685055941,-7.345278771826997,-49.15437059896067
-2.0,-4.0,-9.565122379688546,-6.200287002837285,-9.565122379688546,-50.661063524428755
-2.0,-3.9,-9.565122379688546,-6.281363804941066,-9.434977433353197,-50.56292723596562
-2.0,-3.8,-9.565122379688546,-6.357074141385965,-9.296540569746867,-50.437474181642756
-2.0,-3.7,-9.565122379688546,-6.427389146876521,-9.161971050139982,-50.3089651534101
-2.0,-3.6,-9.565122379688546,-6.492380357580259,-9.042935540725011,-50.200876555987634
-2.0,-3.5,-9.565122379688546,-6.552401689114049,-8.949147896026261,-50.13334392965771
-2.0,-3.4,-9.565122379688546,-6.607975229737349,-8.888738135923631,-50.12367149069905
-2.0,-3.3,-9.565122379688546,-6.659707154030912,-8.866761480632704,-50.18318202870432
-2.0,-3.2,-9.565122379688546,-6.7084458557656035,-8.886867528781295,-50.32087152847089
-2.0,-3.1,-9.565122379688546,-6.755330892978236,-8.950355225300882,-50.54161699593533
-2.0,-3.0,-9.565122379688546,-6.801658701268025,-9.055682778940536,-50.844927719794214
-2.0,-2.9,-9.565122379688546,-6.848989270394668,-9.199228828947525,-51.22668095806148
-2.0,-2.8,-9.565122379688546,-6.899010602734052,-9.374034289561678,-51.67633454396855
-2.0,-2.7,-9.565122379688546,-6.9532575871562585,-9.571457093290519,-52.17967412027065
-2.0,-2.6,-9.565122379688546,-7.012943828245625,-9.781141442246735,-52.71841530036181
-2.0,-2.5,-9.565122379688546,-7.078736996627413,-9.990651971078478,-53.26902269478887
-2.0,-2.4,-9.565122379688546,-7.1506032071774825,-10.186927686387207,-53.80530654650647
-2.0,-2.3,-9.565122379688546,-7.227822077577002,-10.356606390385423,-54.29910169530194
-2.0,-2.2,-9.565122379688546,-7.30904697207734,-10.487597220344469,-54.72353314422071
-2.0,-2.1,-9.565122379688546,-7.3923614748055115,-10.570415362773929,-55.05579843453597
-2.0,-2.0,-9.565122379688546,-7.475655897054821,-10.598829015507363,-55.27921458450146
-2.0,-1.9,-9.565122379688546,-7.556791685055941,-10.570415362773929,-55.38465885503683
-2.0,-1.8,-9.565122379688546,-7.6337231560610235,-10.487597220344469,-55.37288551218808
-2.0,-1.7,-9.565122379688546,-7.704674456850626,-10.356606390385423,-55.25280645384919
-2.0,-1.6,-9.565122379688546,-7.76822239428293,-10.186927686387207,-55.040544920717366
-2.0,-1.5,-9.565122379688546,-7.8232550212414935,-9.990651971078478,-54.758058744017035
-2.0,-1.4,-9.565122379688546,-7.869113452150486,-9.781141442246735,-54.430754548171535
-2.0,-1.3,-9.565122379688546,-7.905485186725855,-9.571457093290519,-54.08412931940984
-2.0,-1.2,-9.565122379688546,-7.932208327576518,-9.374034289561678,-53.742729993653484
-2.0,-1.1,-9.565122379688546,-7.9492590294685215,-9.199228828947525,-53.427220476209186
-2.0,-1.0,-9.565122379688546,-7.956899591139518,-9.055682778940536,-53.1554094995372
-2.0,-0.9,-9.565122379688546,-7.955529109342024,-8.950355225300882,-52.942013428662904
-2.0,-0.8,-9.565122379688546,-7.945957071729936,-8.886867528781295,-52.79589396039955
-2.0,-0.7,-9.565122379688546,-7.92953764507547,-8.866761480632704,-52.72284301079344
-2.0,-0.6,-9.565122379688546,-7.908075548009947,-8.888738135923631,-52.72387212724425
-2.0,-0.5,-9.565122379688546,-7.883730670204386,-8.949147896026261,-52.79600189183839
-2.0,-0.4,-9.565122379688546,-7.858969125547446,-9.042935540725011,-52.93405409192201
-2.0,-0.3,-9.565122379688546,-7.8362538911169395,-9.161971050139982,-53.126694641890936
-2.0,-0.2,-9.565122379688546,-7.817929971613921,-9.296540569746867,-53.35918584209867
-2.0,-0.1,-9.565122379688546,-7.806068777455948,-9.434977433353197,-53.61233718099538
-2.0,0.0,-9.565122379688546,-7.80199372745119,-9.565122379688546,-53.864476973656565
-2.0,0.1,-9.565122379688546,-7.806068777455948,-9.675114842597395,-54.09261199948378
-2.0,0.2,-9.565122379688546,-7.817929971613921,-9.753757533442695,-54.273619769490324
-2.0,0.3,-9.565122379688546,-7.836254518595524,-9.791780246887356,-54.38631429034285
-2.0,0.4,-9.565122379688546,-7.858969125547446,-9.782580950122792,-54.41334491071757
-2.0,0.5,-9.565122379688546,-7.883730670204386,-9.723045311577152,-54.34379672294017
-2.0,0.6,-9.565122379688546,-7.908075548009947,-9.61368349607801,-54.17376284755301
-2.0,0.7,-9.565122379688546,-7.92953764507547,-9.458724294381682,-53.906768638291396
-2.0,0.8,-9.565122379688546,-7.945957071729936,-9.265546595677733,-53.55325209419243
-2.0,0.9,-9.565122379688546,-7.955529109342024,-9.043947714264505,-53.12919840659015
-2.0,1.0,-9.565122379688546,-7.956899591139518,-8.805114898306783,-52.654273738269694
-2.0,1.1,-9.565122379688546,-7.9492590294685215,-8.560224100772757,-52.14921101985965
-2.0,1.2,-9.565122379688546,-7.932208327576518,-8.320024568005465,-51.63471055054106
-2.0,1.3,-9.565122379688546,-7.905485186725855,-8.094191876531113,-51.12959888589103
-2.0,1.4,-9.565122379688546,-7.869113452150486,-7.890732426720206,-50.649936517118476
-2.0,1.5,-9.565122379688546,-7.8232550212414935,-7.715913788357284,-50.20858237857465
-2.0,1.6,-9.565122379688546,-7.76822239428293,-7.573694294434972,-49.814078136812896
-2.0,1.7,-9.565122379688546,-7.704674456850626,-7.466186771169305,-49.47196721541695
-2.0,1.8,-9.565122379688546,-7.6337231560610235,-7.393845535989385,-49.18538214347791
-2.0,1.9,-9.565122379688546,-7.556791685055941,-7.354771743121091,-48.95337161573116
-2.0,2.0,-9.565122379688546,-7.475655897054821,-7.345278771826997,-48.77211409714073
-1.9,-4.0,-9.434977433353197,-6.200287002837285,-9.675114842597395,-50.620758557575755
-1.9,-3.9,-9.434977433353197,-6.281363804941066,-9.565122379688546,-50.56292723596562
-1.9,-3.8,-9.434977433353197,-6.357074141385965,-9.434977433353197,-50.45405801618472
-1.9,-3.7,-9.434977433353197,-6.427389146876521,-9.296540569746867,-50.31781429995317
-1.9,-3.6,-9.434977433353197,-6.492380357580259,-9.161971050139982,-50.17865768214688
-1.9,-3.5,-9.434977433353197,-6.552401689114049,-9.042935540725011,-50.060629326384515
-1.9,-3.4,-9.434977433353197,-6.607975229737349,-8.949147896026261,-49.984201118233614
-1.9,-3.3,-9.434977433353197,-6.659707154030912,-8.888738135923631,-49.96684544661548
-1.9,-3.2,-9.434977433353197,-6.7084458557656035,-8.866761480632704,-50.02036953950301
-1.9,-3.1,-9.434977433353197,-6.755330892978236,-8.886867528781295,-50.154351710225455
-1.9,-3.0,-9.434977433353197,-6.801658701268025,-8.950355225300882,-50.37398271984421
-1.9,-2.9,-9.434977433353197,-6.848989270394668,-9.055682778940536,-50.6792989653768
-1.9,-2.8,-9.434977433353197,-6.899010602734052,-9.199228828947525,-51.06643373006955
-1.9,-2.7,-9.434977433353197,-6.9532575871562585,-9.374034289561678,-51.524538620142266
-1.9,-2.6,-9.434977433353197,-7.012943828245625,-9.571457093290519,-52.03875670977868
-1.9,-2.5,-9.434977433353197,-7.078736996627413,-9.781141442246735,-52.58971174445469
-1.9,-2.4,-9.434977433353197,-7.1506032071774825,-9.990651971078478,-53.152465223218314
-1.9,-2.3,-9.434977433353197,-7.227822077577002,-10.186927686387207,-53.69945439463481
-1.9,-2.2,-9.434977433353197,-7.30904697207734,-10.356606390385423,-54.20126159163192
-1.9,-2.1,-9.434977433353197,-7.3923614748055115,-10.487597220344469,-54.629872257006355
-1.9,-2.0,-9.434977433353197,-7.475655897054821,-10.570415362773929,-54.962097386363894
-1.9,-1.9,-9.434977433353197,-7.556791685055941,-10.598829015507363,-55.181196267833
-1.9,-1.8,-9.434977433353197,-7.6337231560610235,-10.570415362773929,-55.2782319043763
-1.9,-1.7,-9.434977433353197,-7.704674456850626,-10.487597220344469,-55.25449822109658
-1.9,-1.6,-9.434977433353197,-7.76822239428293,-10.356606390385423,-55.1196124360431
-1.9,-1.5,-9.434977433353197,-7.8232550212414935,-10.186927686387207,-54.890320281963795
-1.9,-1.4,-9.434977433353197,-7.869113452150486,-9.990651971078478,-54.58948571316432
-1.9,-1.3,-9.434977433353197,-7.905485186725855,-9.781141442246735,-54.243208124651574
-1.9,-1.2,-9.434977433353197,-7.932208327576518,-9.571457093290519,-53.87728570844047
-1.9,-1.1,-9.434977433353197,-7.9492590294685215,-9.374034289561678,-53.51654150476679
-1.9,-1.0,-9.434977433353197,-7.956899591139518,-9.199228828947525,-53.18221170688048
-1.9,-0.9,-9.434977433353197,-7.955529109342024,-9.055682778940536,-52.89237864327151
-1.9,-0.8,-9.434977433353197,-7.945957071729936,-8.950355225300882,-52.66257946076803
-1.9,-0.7,-9.434977433353197,-7.92953764507547,-8.886867528781295,-52.502765214419924
-1.9,-0.6,-9.434977433353197,-7.908075548009947,-8.866761480632704,-52.419628923991695
-1.9,-0.5,-9.434977433353197,-7.883730670204386,-8.888738135923631,-52.41489247896243
-1.9,-0.4,-9.434977433353197,-7.858969125547446,-8.949147896026261,-52.48618890985381
-1.9,-0.3,-9.434977433353197,-7.8362538911169395,-9.042935540725011,-52.628333730390295
-1.9,-0.2,-9.434977433353197,-7.817929971613921,-9.161971050139982,-52.8297569102142
-1.9,-0.1,-9.434977433353197,-7.806068777455948,-9.296540569746867,-53.075173561112024
-1.9,0.0,-9.434977433353197,-7.80199372745119,-9.434977433353197,-53.34389718831517
-1.9,0.1,-9.434977433353197,-7.806068777455948,-9.565122379688546,-53.61233718099538
-1.9,0.2,-9.434977433353197,-7.817929971613921,-9.675114842597395,-53.85604449512903
-1.9,0.3,-9.434977433353197,-7.836254518595524,-9.753757533442695,-54.04997897078283
-1.9,0.4,-9.434977433353197,-7.858969125547446,-9.791780246887356,-54.171453611576
-1.9,0.5,-9.434977433353197,-7.883730670204386,-9.782580950122792,-54.20257810736075
-1.9,0.6,-9.434977433353197,-7.908075548009947,-9.723045311577152,-54.13219658588059
-1.9,0.7,-9.434977433353197,-7.92953764507547,-9.61368349607801,-53.956397149013355
-1.9,0.8,-9.434977433353197,-7.945957071729936,-9.458724294381682,-53.67931759892963
-1.9,0.9,-9.434977433353197,-7.955529109342024,-9.265546595677733,-53.31210627674591
-1.9,1.0,-9.434977433353197,-7.956899591139518,-9.043947714264505,-52.87164947751444
-1.9,1.1,-9.434977433353197,-7.9492590294685215,-8.805114898306783,-52.378702722257
-1.9,1.2,-9.434977433353197,-7.932208327576518,-8.560224100772757,-51.854819723404944
-1.9,1.3,-9.434977433353197,-7.905485186725855,-8.320024568005465,-51.32097437616903
-1.9,1.4,-9.434977433353197,-7.869113452150486,-8.094191876531113,-50.79656552406959
-1.9,1.5,-9.434977433353197,-7.8232550212414935,-7.890732426720206,-50.29792976262979
-1.9,1.6,-9.434977433353197,-7.76822239428293,-7.715913788357284,-49.83822723198682
-1.9,1.7,-9.434977433353197,-7.704674456850626,-7.573694294434972,-49.42669236927759
-1.9,1.8,-9.434977433353197,-7.6337231560610235,-7.466186771169305,-49.06977472116705
-1.9,1.9,-9.434977433353197,-7.556791685055941,-7.393845535989385,-48.77122930879705
-1.9,2.0,-9.434977433353197,-7.475655897054821,-7.354771743121091,-48.53081014705822
-1.9,2.1,-9.434977433353197,-7.3923614748055115,-7.345278771826997,-48.34523535997141
-1.8,-4.0,-9.296540569746867,-6.200287002837285,-9.753757533442695,-50.501170212053694
-1.8,-3.9,-9.296540569746867,-6.281363804941066,-9.675114842597395,-50.506038434570655
-1.8,-3.8,-9.296540569746867,-6.357074141385965,-9.565122379688546,-50.437474181642756
-1.8,-3.7,-9.296540569746867,-6.427389146876521,-9.434977433353197,-50.31781429995317
-1.8,-3.6,-9.296540569746867,-6.492380357580259,-9.296540569746867,-50.170922994147986
-1.8,-3.5,-9.296540569746867,-6.552401689114049,-9.161971050139982,-50.021826618001796
-1.8,-3.4,-9.296540569746867,-6.607975229737349,-9.042935540725011,-49.894902680418454
-1.8,-3.3,-9.296540569746867,-6.659707154030912,-8.949147896026261,-49.81079123960808
-1.8,-3.2,-9.296540569746867,-6.7084458557656035,-8.888738135923631,-49.787449122872204
-1.8,-3.1,-9.296540569746867,-6.755330892978236,-8.866761480632704,-49.83726588671561
-1.8,-3.0,-9.296540569746867,-6.801658701268025,-8.886867528781295,-49.97013359959237
-1.8,-2.9,-9.296540569746867,-6.848989270394668,-8.950355225300882,-50.191770130884834
-1.8,-2.8,-9.296540569746867,-6.899010602734052,-9.055682778940536,-50.50246790284291
-1.8,-2.7,-9.296540569746867,-6.9532575871562585,-9.199228828947525,-50.8980539717013
-1.8,-2.6,-9.296540569746867,-7.012943828245625,-9.374034289561678,-51.36703737510834
-1.8,-2.5,-9.296540569746867,-7.078736996627413,-9.571457093290519,-51.8934693193296
-1.8,-2.4,-9.296540569746867,-7.1506032071774825,-9.781141442246735,-52.45657043834217
-1.8,-2.3,-9.296540569746867,-7.227822077577002,-9.990651971078478,-53.030029236804694
-1.8,-2.2,-9.296540569746867,-7.30904697207734,-10.186927686387207,-53.58503045642283
-1.8,-2.1,-9.296540569746867,-7.3923614748055115,-10.356606390385423,-54.0910168698756
-1.8,-2.0,-9.296540569746867,-7.475655897054821,-10.487597220344469,-54.519587374292314
-1.8,-1.9,-9.296540569746867,-7.556791685055941,-10.570415362773929,-54.847495235153474
-1.8,-1.8,-9.296540569746867,-7.6337231560610235,-10.598829015507363,-55.058185482630506
-1.8,-1.7,-9.296540569746867,-7.704674456850626,-10.570415362773929,-55.14326077874284
-1.8,-1.6,-9.296540569746867,-7.76822239428293,-10.487597220344469,-55.10472036874853
-1.8,-1.5,-9.296540569746867,-7.8232550212414935,-10.356606390385423,-54.952803962747566
-1.8,-1.4,-9.296540569746867,-7.869113452150486,-10.186927686387207,-54.70516341656912
-1.8,-1.3,-9.296540569746867,-7.905485186725855,-9.990651971078478,-54.3853554551024
-1.8,-1.2,-9.296540569746867,-7.932208327576518,-9.781141442246735,-54.01978067914024
-1.8,-1.1,-9.296540569746867,-7.9492590294685215,-9.571457093290519,-53.634513385011815
-1.8,-1.0,-9.296540569746867,-7.956899591139518,-9.374034289561678,-53.254948900896125
-1.8,-0.9,-9.296540569746867,-7.955529109342024,-9.199228828947525,-52.90259701607283
-1.8,-0.8,-9.296540569746867,-7.945957071729936,-9.055682778940536,-52.59636084083468
-1.8,-0.7,-9.296540569746867,-7.92953764507547,-8.950355225300882,-52.35286688024644
-1.8,-0.6,-9.296540569746867,-7.908075548009947,-8.886867528781295,-52.18296729307622
-1.8,-0.5,-9.296540569746867,-7.883730670204386,-8.866761480632704,-52.09406544116791
-1.8,-0.4,-9.296540569746867,-7.858969125547446,-8.888738135923631,-52.08849566243589
-1.8,-0.3,-9.296540569746867,-7.8362538911169395,-8.949147896026261,-52.163884713780135
-1.8,-0.2,-9.296540569746867,-7.817929971613921,-9.042935540725011,-52.3148121641716
-1.8,-0.1,-9.296540569746867,-7.806068777455948,-9.161971050139982,-52.529160794685595
-1.8,0.0,-9.296540569746867,-7.80199372745119,-9.296540569746867,-52.79014973388985
-1.8,0.1,-9.296540569746867,-7.806068777455948,-9.434977433353197,-53.075173561112024
-1.8,0.2,-9.296540569746867,-7.817929971613921,-9.565122379688546,-53.35918584209867
-1.8,0.3,-9.296540569746867,-7.836254518595524,-9.675114842597395,-53.61581986187957
-1.8,0.4,-9.296540569746867,-7.858969125547446,-9.753757533442695,-53.818534457474016
-1.8,0.5,-9.296540569746867,-7.883730670204386,-9.791780246887356,-53.94410297367722
-1.8,0.6,-9.296540569746867,-7.908075548009947,-9.782580950122792,-53.97439413575921
-1.8,0.7,-9.296540569746867,-7.92953764507547,-9.723045311577152,-53.89824705279898
-1.8,0.8,-9.296540569746867,-7.945957071729936,-9.61368349607801,-53.712362275109626
-1.8,0.9,-9.296540569746867,-7.955529109342024,-9.458724294381682,-53.421587946941145
-1.8,1.0,-9.296540569746867,-7.956899591139518,-9.265546595677733,-53.037973513128236
-1.8,1.1,-9.296540569746867,-7.9492590294685215,-9.043947714264505,-52.579494626959786
-1.8,1.2,-9.296540569746867,-7.932208327576518,-8.805114898306783,-52.067727591260336
-1.8,1.3,-9.296540569746867,-7.905485186725855,-8.560224100772757,-51.52449971449096
-1.8,1.4,-9.296540569746867,-7.869113452150486,-8.320024568005465,-50.971357179805636
-1.8,1.5,-9.296540569746867,-7.8232550212414935,-8.094191876531113,-50.42797493503895
-1.8,1.6,-9.296540569746867,-7.76822239428293,-7.890732426720206,-49.910990781500004
-1.8,1.7,-9.296540569746867,-7.704674456850626,-7.715913788357284,-49.43425762990955
-1.8,1.8,-9.296540569746867,-7.6337231560610235,-7.573694294434972,-49.007916040485725
-1.8,1.9,-9.296540569746867,-7.556791685055941,-7.466186771169305,-48.639038051944226
-1.8,2.0,-9.296540569746867,-7.475655897054821,-7.393845535989385,-48.332084005582146
-1.8,2.1,-9.296540569746867,-7.3923614748055115,-7.354771743121091,-48.08734757534694
-1.8,2.2,-9.296540569746867,-7.30904697207734,-7.345278771826997,-47.90173262730241
-1.7,-4.0,-9.161971050139982,-6.200287002837285,-9.791780246887356,-50.30807659972925
-1.7,-3.9,-9.161971050139982,-6.281363804941066,-9.753757533442695,-50.394184777047485
-1.7,-3.8,-9.161971050139982,-6.357074141385965,-9.675114842597395,-50.388320068246685
-1.7,-3.7,-9.161971050139982,-6.427389146876521,-9.565122379688546,-50.3089651534101
-1.7,-3.6,-9.161971050139982,-6.492380357580259,-9.434977433353197,-50.17865768214688
-1.7,-3.5,-9.161971050139982,-6.552401689114049,-9.296540569746867,-50.021826618001796
-1.7,-3.4,-9.161971050139982,-6.607975229737349,-9.161971050139982,-49.86383466003463
-1.7,-3.3,-9.161971050139982,-6.659707154030912,-9.042935540725011,-49.72922748979181
-1.7,-3.2,-9.161971050139982,-6.7084458557656035,-8.949147896026261,-49.639129603863694
-1.7,-3.1,-9.161971050139982,-6.755330892978236,-8.888738135923631,-49.6120801580837
-1.7,-3.0,-9.161971050139982,-6.801658701268025,-8.866761480632704,-49.66078246408142
-1.7,-2.9,-9.161971050139982,-6.848989270394668,-8.886867528781295,-49.79565569863189
-1.7,-2.8,-9.161971050139982,-6.899010602734052,-8.950355225300882,-50.02267375634983
-1.7,-2.7,-9.161971050139982,-6.9532575871562585,-9.055682778940536,-50.341822832473554
-1.7,-2.6,-9.161971050139982,-7.012943828245625,-9.199228828947525,-50.748287414666265
-1.7,-2.5,-9.161971050139982,-7.078736996627413,-9.374034289561678,-51.229484672658145
-1.7,-2.4,-9.161971050139982,-7.1506032071774825,-9.571457093290519,-51.76806270121597
-1.7,-2.3,-9.161971050139982,-7.227822077577002,-9.781141442246735,-52.34186913992744
-1.7,-2.2,-9.161971050139982,-7.30904697207734,-9.990651971078478,-52.9233399865916
-1.7,-2.1,-9.161971050139982,-7.3923614748055115,-10.186927686387207,-53.4825204226654
-1.7,-2.0,-9.161971050139982,-7.475655897054821,-10.356606390385423,-53.98846667516045
-1.7,-1.9,-9.161971050139982,-7.556791685055941,-10.487597220344469,-54.412719911080785
-1.7,-1.8,-9.161971050139982,-7.6337231560610235,-10.570415362773929,-54.73221913794987
-1.7,-1.7,-9.161971050139982,-7.704674456850626,-10.598829015507363,-54.93094904499594
-1.7,-1.6,-9.161971050139982,-7.76822239428293,-10.570415362773929,-55.00121761439368
-1.7,-1.5,-9.161971050139982,-7.8232550212414935,-10.487597220344469,-54.94564658345189
-1.7,-1.4,-9.161971050139982,-7.869113452150486,-10.356606390385423,-54.77538178535178
-1.7,-1.3,-9.161971050139982,-7.905485186725855,-10.186927686387207,-54.50876784650609
-1.7,-1.2,-9.161971050139982,-7.932208327576518,-9.990651971078478,-54.169662697589956
-1.7,-1.1,-9.161971050139982,-7.9492590294685215,-9.781141442246735,-53.78474304371048
-1.7,-1.0,-9.161971050139982,-7.956899591139518,-9.571457093290519,-53.38065546914004
-1.7,-0.9,-9.161971050139982,-7.955529109342024,-9.374034289561678,-52.98306889808737
-1.7,-0.8,-9.161971050139982,-7.945957071729936,-9.199228828947525,-52.61431390163489
-1.7,-0.7,-9.161971050139982,-7.92953764507547,-9.055682778940536,-52.29438294831198
-1.7,-0.6,-9.161971050139982,-7.908075548009947,-8.950355225300882,-52.04080364690162
-1.7,-0.5,-9.161971050139982,-7.883730670204386,-8.886867528781295,-51.865138498251326
-1.7,-0.4,-9.161971050139982,-7.858969125547446,-8.866761480632704,-51.775403312640265
-1.7,-0.3,-9.161971050139982,-7.8362538911169395,-8.888738135923631,-51.77392615436111
-1.7,-0.2,-9.161971050139982,-7.817929971613921,-8.949147896026261,-51.85809783556033
-1.7,-0.1,-9.161971050139982,-7.806068777455948,-9.042935540725011,-52.021950736641884
-1.7,0.0,-9.161971050139982,-7.80199372745119,-9.161971050139982,-52.25187165546231
-1.7,0.1,-9.161971050139982,-7.806068777455948,-9.296540569746867,-52.529160794685595
-1.7,0.2,-9.161971050139982,-7.817929971613921,-9.434977433353197,-52.8297569102142
-1.7,0.3,-9.161971050139982,-7.836254518595524,-9.565122379688546,-53.126695896848105
-1.7,0.4,-9.161971050139982,-7.858969125547446,-9.675114842597395,-53.39211003656965
