,Ra,Rb,R3,V
0,-3.7,-2.9,11.339621514039646,490.7150926217801
1,-3.7,-2.8,11.335068192744107,490.5180504649047
2,-3.7,-2.7,11.325812266075804,490.1175059752396
3,-3.7,-2.6,11.311791980478663,489.51078680592104
4,-3.7,-2.5,11.292911714249803,488.6937549870241
5,-3.7,-2.4,11.26903860270097,487.66066088151524
6,-3.7,-2.3,11.239997600642848,486.40392951732144
7,-3.7,-2.2,11.205564528843336,484.91385967712176
8,-3.7,-2.1,11.165456407161598,483.17820557071514
9,-3.7,-2.0,11.2275835925624,485.8667210119527
10,-3.7,-1.9,11.287260964396973,488.4492222895279
11,-3.7,-1.8,11.340620444475938,490.7583207172647
12,-3.7,-1.7,11.38812370975784,492.81399507939267
13,-3.7,-1.6,11.430144556132706,494.6324211613706
14,-3.7,-1.5,11.466987503978586,496.22677689381425
15,-3.7,-1.4,11.498901219999174,497.6078231742001
16,-3.7,-1.3,11.526088361330567,498.7843298644841
17,-3.7,-1.2,11.54871287848225,499.7633918213462
18,-3.7,-1.1,11.566905462682803,500.5506646266996
19,-3.7,-1.0,11.58076759945325,501.15054000356497
20,-3.7,-0.9,11.590374542880088,501.5662745258924
21,-3.7,-0.8,11.59577742464449,501.8000808854928
22,-3.7,-0.7,11.597004640661513,501.85318789799004
23,-3.7,-0.6,11.594062605077237,501.72587313158033
24,-3.7,-0.5,11.586935919001611,501.417470208841
25,-3.7,-0.4,11.575586964440305,500.92635123438345
26,-3.7,-0.3,11.55995489815853,500.2498832549334
27,-3.7,-0.2,11.539953981606871,499.38435598790636
28,-3.7,-0.1,11.515471136983813,498.32487606152836
29,-3.7,0.1,11.515471136983813,498.32487606152836
30,-3.7,0.2,11.539953981606871,499.38435598790636
31,-3.7,0.3,11.55995489815853,500.2498832549334
32,-3.7,0.4,11.575586964440305,500.92635123438345
33,-3.7,0.5,11.586935919001611,501.417470208841
34,-3.7,0.6,11.594062605077237,501.72587313158033
35,-3.7,0.7,11.597004640661513,501.85318789799004
36,-3.7,0.8,11.59577742464449,501.8000808854928
37,-3.7,0.9,11.590374542880088,501.5662745258924
38,-3.7,1.0,11.58076759945325,501.15054000356497
39,-3.7,1.1,11.566905462682803,500.5506646266996
40,-3.7,1.2,11.54871287848225,499.7633918213462
41,-3.7,1.3,11.526088361330567,498.7843298644841
42,-3.7,1.4,11.498901219999174,497.6078231742001
43,-3.7,1.5,11.466987503978586,496.22677689381425
44,-3.7,1.6,11.430144556132706,494.6324211613706
45,-3.7,1.7,11.38812370975784,492.81399507939267
46,-3.7,1.8,11.340620444475938,490.7583207172647
47,-3.7,1.9,11.287260964396973,488.4492222895279
48,-3.7,2.0,11.2275835925624,485.8667210119527
49,-3.7,2.1,11.165456407161598,483.17820557071514
50,-3.7,2.2,11.205564528843336,484.91385967712176
51,-3.7,2.3,11.239997600642848,486.40392951732144
52,-3.7,2.4,11.26903860270097,487.66066088151524
53,-3.7,2.5,11.292911714249803,488.6937549870241
54,-3.7,2.6,11.311791980478663,489.51078680592104
55,-3.7,2.7,11.325812266075804,490.1175059752396
56,-3.7,2.8,11.335068192744107,490.5180504649047
57,-3.7,2.9,11.339621514039646,490.7150926217801
58,-3.6,-2.9,11.35981816831659,491.5890903175489
59,-3.6,-2.8,11.355307461172153,491.3938922616498
60,-3.6,-2.7,11.346138714019297,490.99712041148103
61,-3.6,-2.6,11.332251915289946,490.39617780362977
62,-3.6,-2.5,11.313554189009569,489.5870452878635
63,-3.6,-2.4,11.289916582481048,488.5641425161405
64,-3.6,-2.3,11.261169374681458,487.3201249163884
65,-3.6,-2.2,11.227095484084275,485.8455984200958
66,-3.6,-2.1,11.187421330442815,484.128724011655
67,-3.6,-2.0,11.226573630808375,485.8230155430305
68,-3.6,-1.9,11.286279854778146,488.4067653788736
69,-3.6,-1.8,11.339663771025744,490.71692126666227
70,-3.6,-1.7,11.387187788415908,492.77349366341286
71,-3.6,-1.6,11.429226255401643,494.5926822664048
72,-3.6,-1.5,11.46608411547702,496.1876833163372
73,-3.6,-1.4,11.498010362512929,497.56927186864425
74,-3.6,-1.3,11.525207907886475,498.7462287874039
75,-3.6,-1.2,11.547840899534231,499.72565747283096
76,-3.6,-1.1,11.566040180711877,500.5132200857172
77,-3.6,-1.0,11.579907351689409,501.113313314774
78,-3.6,-0.9,11.589517749763196,501.52919733480695
79,-3.6,-0.8,11.594922562233307,501.7630872445001
80,-3.6,-0.7,11.596150215580499,501.8162131821894
81,-3.6,-0.6,11.593207130823185,501.6888530134667
82,-3.6,-0.5,11.586077892552622,501.3803396460734
83,-3.6,-0.4,11.574724842135948,500.88904342601353
84,-3.6,-0.3,11.55908706975622,500.2123285187112
85,-3.6,-0.2,11.539078741256127,499.34648050420964
86,-3.6,-0.1,11.514586649572353,498.2866004170106
87,-3.6,0.1,11.514586649572353,498.2866004170106
88,-3.6,0.2,11.539078741256127,499.34648050420964
89,-3.6,0.3,11.55908706975622,500.2123285187112
90,-3.6,0.4,11.574724842135948,500.88904342601353
91,-3.6,0.5,11.586077892552622,501.3803396460734
92,-3.6,0.6,11.593207130823185,501.6888530134667
93,-3.6,0.7,11.596150215580499,501.8162131821894
