,R1,R2,heri,R3t,R3p,Rai0,Rbi0,R3i0,E,i0,ip1,it1,it2,ip2,it3,it4
10,4.6,1.0,53.0,0.0,0.0,1.6,0.0,12.8,-2.8981900756480172,0.620212058769539,-0.19868598133325577,-1.2822231860482134,-1.2822231860482134,-0.2738164985785261,-0.2407266412046738,-0.2407266412046738
11,4.6,1.0,53.0,0.0,0.0,1.6,0.0,13.0,-3.8493609480792657,-0.7289708368480206,-0.16942393500357866,-1.1320173721760511,-1.1320173721760511,-0.24659134971443564,-0.22017004108056426,-0.22017004108056426
12,4.6,1.0,53.0,0.0,0.0,1.6,0.0,13.2,-3.994436240172945,-1.2791176389437169,-0.1445456735091284,-0.9737424075137824,-0.9737424075137824,-0.22158382111229002,-0.20085214579012245,-0.20085214579012245
13,4.6,1.0,53.0,0.0,0.0,1.6,0.0,13.4,-3.7335226023569703,-1.401911305845715,-0.12325174920260906,-0.8219960567657836,-0.8219960567657836,-0.19874873233493418,-0.1828093507210724,-0.1828093507210724
14,4.6,1.0,53.0,0.0,0.0,1.6,0.0,13.6,-3.3002809131285176,-1.3148342531640083,-0.10483056562952697,-0.6851599710644223,-0.6851599710644223,-0.17796685604844242,-0.16616464807884768,-0.16616464807884768
15,4.6,1.0,53.0,0.0,0.0,1.6,0.2,12.8,-3.1617097623529844,0.34950800973456353,-0.23389431228861213,-1.3433050094172359,-1.2072118954965845,-0.24555972323287278,-0.23031123023247346,-0.2509356014197692
16,4.6,1.0,53.0,0.0,0.0,1.6,0.2,13.0,-3.9610941238352098,-0.8436068736482412,-0.19815761770587415,-1.2079523574793711,-1.0493830904597417,-0.22193271678406745,-0.21068836509948596,-0.22937310265842825
17,4.6,1.0,53.0,0.0,0.0,1.6,0.2,13.2,-4.0349526784266345,-1.3208847045898438,-0.16754140495322645,-1.0500281706335954,-0.8948474577628076,-0.20015309983864427,-0.1922878892510198,-0.2092099513974972
18,4.6,1.0,53.0,0.0,0.0,1.6,0.2,13.4,-3.74722993071191,-1.416744387242943,-0.14128011150751263,-0.891105615592096,-0.7524290431756526,-0.1801493358798325,-0.1752020469866693,-0.19031939032720402
19,4.6,1.0,53.0,0.0,0.0,1.6,0.2,13.6,-3.3036933127441444,-1.319694945588708,-0.11919426952954382,-0.7441810518503189,-0.6266120331711136,-0.1617683129152283,-0.15945782116614282,-0.172784878523089
20,4.6,1.0,53.0,0.0,0.0,1.6,0.4,12.8,-3.5085834852070548,-0.0172803703462705,-0.2770782954758033,-1.3941345743951388,-1.1185560277663171,-0.22072162246331573,-0.21971007628599182,-0.2611025184742175
21,4.6,1.0,53.0,0.0,0.0,1.6,0.4,13.0,-4.1283493842347525,-1.0168071638327092,-0.2326141920639202,-1.2781418609665707,-0.9613290046690963,-0.20004516781773418,-0.20107491180533543,-0.2383370830793865
22,4.6,1.0,53.0,0.0,0.0,1.6,0.4,13.2,-4.109531614521984,-1.394987360574305,-0.19498367223422974,-1.122801760560833,-0.8148763283388689,-0.18095631373580545,-0.18367468693759292,-0.217251492140349
23,4.6,1.0,53.0,0.0,0.0,1.6,0.4,13.4,-3.778072674991563,-1.443984596291557,-0.1634199193213135,-0.9583910028450191,-0.6838001571013592,-0.16331073257606477,-0.16759348835330456,-0.19757277850294486
24,4.6,1.0,53.0,0.0,0.0,1.6,0.4,13.6,-3.3113414044491947,-1.3235729574225843,-0.13655747123993933,-0.8026135279214941,-0.5695023480802774,-0.14717870531603694,-0.15266628039535135,-0.1792501140735112
25,4.6,1.0,53.0,0.0,0.0,1.8,-0.2,12.8,-3.9028229180257767,-0.5958772209705785,-0.15570154634770006,-1.1954580057645217,-1.2300143540487625,-0.29312121612019837,-0.22507842432241887,-0.20757215045159683
26,4.6,1.0,53.0,0.0,0.0,1.8,-0.2,13.0,-4.4172756964107975,-1.362213768181391,-0.1339959753677249,-1.0746435055043548,-1.1850651852437295,-0.2642683064332232,-0.2065091485856101,-0.19057980709476396
27,4.6,1.0,53.0,0.0,0.0,1.8,-0.2,13.2,-4.298494955874048,-1.573311897343956,-0.1150890989229083,-0.9346962253912352,-1.0740605486789718,-0.23766188242007047,-0.18898279417771846,-0.17469250893918797
28,4.6,1.0,53.0,0.0,0.0,1.8,-0.2,13.4,-3.8705946318805218,-1.5015059281140566,-0.09862700162921101,-0.7924968117731623,-0.9321428871480748,-0.2133157494245097,-0.1726323935436085,-0.15987386024789885
29,4.6,1.0,53.0,0.0,0.0,1.8,-0.2,13.6,-3.338291076302994,-1.3136244139168411,-0.08452810696326196,-0.6606550781289116,-0.7849108433583751,-0.19105671462602913,-0.15748430212261155,-0.14603161718696356
30,4.6,1.0,53.0,0.0,0.0,1.8,-0.4,12.8,-3.5559498225920834,-0.29697098990436643,-0.13409261195920408,-1.1417268345248885,-1.2245688223047182,-0.3265210634563118,-0.23345191776752472,-0.19861758267506957
31,4.6,1.0,53.0,0.0,0.0,1.8,-0.4,13.0,-4.2730004793265834,-1.2365046899067238,-0.11623242241330445,-1.0009920293232426,-1.2291653328575194,-0.29346634657122195,-0.21411958965472877,-0.1825200685998425
32,4.6,1.0,53.0,0.0,0.0,1.8,-0.4,13.2,-4.25437221780885,-1.5330144600011408,-0.10053463221993297,-0.8570989662548527,-1.137363757530693,-0.2630396418971941,-0.19589920929865912,-0.16742155060637742
33,4.6,1.0,53.0,0.0,0.0,1.8,-0.4,13.4,-3.859413658385165,-1.485337505233474,-0.08695908077061176,-0.7211508072214201,-0.9986445143586025,-0.23522212356328964,-0.17881462210789323,-0.15328500512987375
34,4.6,1.0,53.0,0.0,0.0,1.8,-0.4,13.6,-3.334239872172475,-1.3003714026417583,-0.07497489475645125,-0.5998186113429256,-0.8461815472692251,-0.20985314913559705,-0.1629561894806102,-0.14008407754590735
35,4.6,1.0,53.0,0.0,0.0,1.8,0.0,12.8,-4.124050940969028,-0.7988315252587199,-0.18194024940021336,-1.223465659597423,-1.223465659597423,-0.2634763887617737,-0.21643572917673737,-0.21643572917673737
36,4.6,1.0,53.0,0.0,0.0,1.8,0.0,13.0,-4.491952523821965,-1.4305245068389922,-0.1551167070865631,-1.1353739232872613,-1.1353739232872613,-0.23835339839570224,-0.19860503246309236,-0.19860503246309236
37,4.6,1.0,53.0,0.0,0.0,1.8,0.0,13.2,-4.3140019830316305,-1.5884235930861905,-0.13245355593971908,-1.0071278220275417,-1.0071278220275417,-0.21511042793281376,-0.18187938100891188,-0.18187938100891188
38,4.6,1.0,53.0,0.0,0.0,1.8,0.0,13.4,-3.8716551238903776,-1.5060591405490413,-0.11286520375870168,-0.8632115410873666,-0.8632115410873666,-0.19367343140766025,-0.16631713300012052,-0.16631713300012052
39,4.6,1.0,53.0,0.0,0.0,1.8,0.0,13.6,-3.337676744442433,-1.3186357088852674,-0.095923688611947,-0.7227007569745183,-0.7227007569745183,-0.17403738852590322,-0.15183922223513946,-0.15183922223513946
40,4.6,1.0,53.0,0.0,0.0,1.8,0.2,12.8,-4.288101507700048,-0.9781688631046563,-0.2144402472767979,-1.2300143540487625,-1.1954580057645217,-0.23736946273129433,-0.20757215045159683,-0.22507842432241887
41,4.6,1.0,53.0,0.0,0.0,1.8,0.2,13.0,-4.548570868559182,-1.4949020128697157,-0.18157880345825106,-1.1850651852437295,-1.0746435055043548,-0.21529240580275655,-0.19057980709476396,-0.2065091485856101
42,4.6,1.0,53.0,0.0,0.0,1.8,0.2,13.2,-4.326663879910484,-1.6059813229367137,-0.1534224299248308,-1.0740605486789718,-0.9346962253912352,-0.194828049861826,-0.17469250893918797,-0.18898279417771846
43,4.6,1.0,53.0,0.0,0.0,1.8,0.2,13.4,-3.871505776187405,-1.5089620016515255,-0.12946409813594073,-0.9321428871480748,-0.7924968117731623,-0.1759337236871943,-0.15987386024789885,-0.1726323935436085
44,4.6,1.0,53.0,0.0,0.0,1.8,0.2,13.6,-3.3339838476968,-1.3170493635116145,-0.10926957125775516,-0.7849108433583751,-0.6606550781289116,-0.15858307213056833,-0.14603161718696356,-0.15748430212261155
45,4.6,1.0,53.0,0.0,0.0,1.8,0.4,12.8,-4.45025636680657,-1.1838817013194785,-0.2540449135703966,-1.2245688223047182,-1.1417268345248885,-0.21396459464449435,-0.19861758267506957,-0.23345191776752472
46,4.6,1.0,53.0,0.0,0.0,1.8,0.4,13.0,-4.613674403401092,-1.5790096881100908,-0.2132555084535852,-1.2291653328575194,-1.0009920293232426,-0.19461218640208244,-0.1825200685998425,-0.21411958965472877
47,4.6,1.0,53.0,0.0,0.0,1.8,0.4,13.2,-4.345991187845357,-1.6327596848132089,-0.17883407487533987,-1.137363757530693,-0.8570989662548527,-0.1766139444662258,-0.16742155060637742,-0.19589920929865912
48,4.6,1.0,53.0,0.0,0.0,1.8,0.4,13.4,-3.8721245009219274,-1.5103073832578957,-0.1499058639165014,-0.9986445143586025,-0.7211508072214201,-0.16001630492974073,-0.15328500512987375,-0.17881462210789323
49,4.6,1.0,53.0,0.0,0.0,1.8,0.4,13.6,-3.3275016701081768,-1.308500167215243,-0.1252221306785941,-0.8461815472692251,-0.5998186113429256,-0.14473894657567143,-0.14008407754590735,-0.1629561894806102
50,4.6,1.0,53.0,0.0,0.0,2.0,-0.2,12.8,-4.311958810372744,-1.472356833401136,-0.1420908544678241,-1.0818310050526634,-0.9464469776139595,-0.2798393394332379,-0.20202119695022702,-0.18737260345369577
51,4.6,1.0,53.0,0.0,0.0,2.0,-0.2,13.0,-4.569596846296918,-1.7431650491198525,-0.12226781353820115,-1.0355672028963454,-1.0565341944457032,-0.2534312086645514,-0.18597890378441662,-0.17265247384784743
52,4.6,1.0,53.0,0.0,0.0,2.0,-0.2,13.2,-4.327636519970838,-1.689622130827047,-0.10499497316777706,-0.9393711747252382,-1.0349233776214533,-0.22899847920052707,-0.17091301613254473,-0.1588133682962507
53,4.6,1.0,53.0,0.0,0.0,2.0,-0.2,13.4,-3.8559039951651357,-1.4985214904882014,-0.09002132969908416,-0.8167111675720662,-0.9416835490847006,-0.20632654300425202,-0.15680408128537238,-0.14583583403145894
54,4.6,1.0,53.0,0.0,0.0,2.0,-0.2,13.6,-3.3130632922402583,-1.272306645521894,-0.07723267585970461,-0.687713936844375,-0.8130032111075707,-0.18551454646512866,-0.14360566349932924,-0.13368661294225603
55,4.6,1.0,53.0,0.0,0.0,2.0,-0.4,12.8,-3.9933481381158344,-1.2311997205251828,-0.12228036357555538,-1.0922188056865707,-0.8481927167158574,-0.3105295986169949,-0.20910201978404075,-0.17982491321163252
56,4.6,1.0,53.0,0.0,0.0,2.0,-0.4,13.0,-4.442662868357729,-1.645725296344608,-0.10603161971084774,-0.9971391179133207,-1.0553532206104137,-0.28024847607593983,-0.1924058611621149,-0.16575927654048428
57,4.6,1.0,53.0,0.0,0.0,2.0,-0.4,13.2,-4.282632757793181,-1.65426068729721,-0.09172941185534,-0.8773537339875475,-1.0777007341384888,-0.2523569114273414,-0.17668861820129678,-0.15254266088595614
58,4.6,1.0,53.0,0.0,0.0,2.0,-0.4,13.4,-3.839253644749988,-1.481814664322883,-0.07932165655074641,-0.748556678998284,-1.0006964720669203,-0.22672061785124242,-0.1620042566792108,-0.14013929828070104
59,4.6,1.0,53.0,0.0,0.0,2.0,-0.4,13.6,-3.3077514197211713,-1.260289828875102,-0.068315758719109,-0.6248531226301566,-0.874192338611465,-0.20324672397691756,-0.14829881076002494,-0.12855483614839613
60,4.6,1.0,53.0,0.0,0.0,2.0,0.0,12.8,-4.480279583018273,-1.6112310716416687,-0.1659776499727741,-1.0303877353435382,-1.0303877353435382,-0.2527823633281514,-0.19475651369430125,-0.19475651369430125
61,4.6,1.0,53.0,0.0,0.0,2.0,0.0,13.0,-4.62137269647792,-1.7845066628651693,-0.14167167770210654,-1.0534349225927144,-1.0534349225927144,-0.22952182264998555,-0.17940134403761476,-0.17940134403761476
62,4.6,1.0,53.0,0.0,0.0,2.0,0.0,13.2,-4.339217844884843,-1.6988264474784955,-0.12107554450631142,-0.9907962468569167,-0.9907962468569167,-0.20782629190944135,-0.16494853363838047,-0.16494853363838047
63,4.6,1.0,53.0,0.0,0.0,2.0,0.0,13.4,-3.857758287456818,-1.5020368015393615,-0.10311871825251728,-0.8809876444283873,-0.8809876444283873,-0.18781123298685998,-0.1514081229106523,-0.1514081229106523
64,4.6,1.0,53.0,0.0,0.0,2.0,0.0,13.6,-3.310495520592667,-1.2746020769700408,-0.08762800635304302,-0.7507084106910042,-0.7507084106910042,-0.16941389464773238,-0.13871736061992124,-0.13871736061992124
65,4.6,1.0,53.0,0.0,0.0,2.0,0.2,12.8,-4.550117680744734,-1.7082077220547944,-0.19584963598754257,-0.9464469776139595,-1.0818310050526634,-0.22838853963185102,-0.18737260345369577,-0.20202119695022702
66,4.6,1.0,53.0,0.0,0.0,2.0,0.2,13.0,-4.633435948577244,-1.809058619197458,-0.1657881421269849,-1.0565341944457032,-1.0355672028963454,-0.20785641227848828,-0.17265247384784743,-0.18597890378441662
67,4.6,1.0,53.0,0.0,0.0,2.0,0.2,13.2,-4.332135766569991,-1.6991991882678121,-0.1401543584652245,-1.0349233776214533,-0.9393711747252382,-0.1887612830614671,-0.1588133682962507,-0.17091301613254473
68,4.6,1.0,53.0,0.0,0.0,2.0,0.2,13.4,-3.8472832627012394,-1.496700456365943,-0.11843498249072582,-0.9416835490847006,-0.8167111675720662,-0.17111319187097251,-0.14583583403145894,-0.15680408128537238
69,4.6,1.0,53.0,0.0,0.0,2.0,0.2,13.6,-3.3010916563798673,-1.2681487643858418,-0.10005144937895238,-0.8130032111075707,-0.687713936844375,-0.15488201822154224,-0.13368661294225603,-0.14360566349932924
70,4.6,1.0,53.0,0.0,0.0,2.0,0.4,12.8,-4.568010500923265,-1.800126641872339,-0.23195907147601247,-0.8481927167158574,-1.0922188056865707,-0.206586332176812,-0.17982491321163252,-0.20910201978404075
71,4.6,1.0,53.0,0.0,0.0,2.0,0.4,13.0,-4.626343830313999,-1.8322137381182984,-0.19493096135556698,-1.0553532206104137,-0.9971391179133207,-0.18854165461380035,-0.16575927654048428,-0.1924058611621149
72,4.6,1.0,53.0,0.0,0.0,2.0,0.4,13.2,-4.314306952408515,-1.694620875408873,-0.1636520978063345,-1.0777007341384888,-0.8773537339875475,-0.17174823198001832,-0.15254266088595614,-0.17668861820129678
73,4.6,1.0,53.0,0.0,0.0,2.0,0.4,13.4,-3.8278624557424337,-1.483080979436636,-0.1372477321419865,-1.0006964720669203,-0.748556678998284,-0.15613703813869506,-0.14013929828070104,-0.1620042566792108
74,4.6,1.0,53.0,0.0,0.0,2.0,0.4,13.6,-3.285108348703943,-1.2528714057989419,-0.11466490221209824,-0.874192338611465,-0.6248531226301566,-0.1416729325428605,-0.12855483614839613,-0.14829881076002494
75,4.6,1.0,53.0,0.0,0.0,2.2,-0.2,12.8,-3.9230099146370776,-1.8956286439206451,-0.12936495151370764,-0.8431023555458523,-0.43765120196621865,-0.266514792223461,-0.18153738795081154,-0.16921058151638135
76,4.6,1.0,53.0,0.0,0.0,2.2,-0.2,13.0,-4.250430199957918,-1.8588214170886204,-0.11139557522255927,-0.9155759956338443,-0.7980904358555563,-0.24235314724501222,-0.16774032561806962,-0.15645330329425633
77,4.6,1.0,53.0,0.0,0.0,2.2,-0.2,13.2,-4.092790275230072,-1.6703625939553604,-0.09568774490617216,-0.8911068705492653,-0.9167657546349801,-0.21970380132552236,-0.1547420833958313,-0.14442142646294087
78,4.6,1.0,53.0,0.0,0.0,2.2,-0.2,13.4,-3.708753527724184,-1.4378952393308282,-0.08218247478362173,-0.8119966849335469,-0.9023989131092094,-0.1987022963585332,-0.14248555822996423,-0.13309236097848043
79,4.6,1.0,53.0,0.0,0.0,2.2,-0.2,13.6,-3.2310339296236634,-1.2080446013715118,-0.07054969423916191,-0.7022715414059348,-0.8173430701717734,-0.17939883389044553,-0.13096447446150705,-0.12246171408332884
80,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,12.8,-3.636101047566626,-1.7347300597466528,-0.1113616896327585,-0.9520719773136079,-0.19347953086253256,-0.2942695594392717,-0.18737636849982664,-0.16281186207197607
81,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,13.0,-4.13958055851981,-1.7963804069440812,-0.09660516458097845,-0.9316810398013331,-0.724403819127474,-0.2668247822439298,-0.17309675103751943,-0.1505885947844945
82,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,13.2,-4.057363570784219,-1.6464707782724872,-0.08360441238619387,-0.8597658837097697,-0.9274233843898401,-0.24140560708474368,-0.15962034615222365,-0.13907315878896043
83,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,13.4,-3.695812388730701,-1.4260905211558565,-0.07227660180069506,-0.7572740478208289,-0.9472119121928699,-0.2177961707348004,-0.1469283290207386,-0.12823480600491166
84,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,13.6,-3.2271326998015866,-1.2001894311979413,-0.06219251605216414,-0.641792755050119,-0.8739011739380658,-0.19601278856862336,-0.13499308872269467,-0.11805094627197832
85,4.6,1.0,53.0,0.0,0.0,2.2,0.0,12.8,-4.045780363492668,-1.9705734180752188,-0.15124999033287168,-0.6657567344955169,-0.6657567344955169,-0.241517303744331,-0.17546309117460623,-0.17546309117460623
86,4.6,1.0,53.0,0.0,0.0,2.2,0.0,13.0,-4.287477134726942,-1.877581456094049,-0.12932102591730654,-0.8681017264607362,-0.8681017264607362,-0.21999998576939106,-0.1621856070123613,-0.1621856070123613
87,4.6,1.0,53.0,0.0,0.0,2.2,0.0,13.2,-4.098628000938334,-1.6728989894036204,-0.11056600697338581,-0.907936061383225,-0.907936061383225,-0.1999673566315323,-0.14966176258167252,-0.14966176258167252
88,4.6,1.0,53.0,0.0,0.0,2.2,0.0,13.4,-3.707132041687146,-1.4376053295563906,-0.0941666605649516,-0.8591145283426158,-0.8591145283426158,-0.18141439615283161,-0.13785829936387017,-0.13785829936387017
89,4.6,1.0,53.0,0.0,0.0,2.2,0.0,13.6,-3.2258594821905717,-1.2066000733757392,-0.08009035629220307,-0.7606412665918469,-0.7606412665918469,-0.16433231881819665,-0.12677710026036948,-0.12677710026036948
90,4.6,1.0,53.0,0.0,0.0,2.2,0.2,12.8,-4.033848260820378,-2.0050237170653418,-0.17842619342263788,-0.43765120196621865,-0.8431023555458523,-0.2188968233531341,-0.16921058151638135,-0.18153738795081154
91,4.6,1.0,53.0,0.0,0.0,2.2,0.2,13.0,-4.265268928837031,-1.8763239260297269,-0.1511546088149771,-0.7980910633923486,-0.9155759956338443,-0.19992970605380833,-0.15645330329425633,-0.16774032561806962
92,4.6,1.0,53.0,0.0,0.0,2.2,0.2,13.2,-4.080331691307947,-1.6630244918633252,-0.1279894495382905,-0.9167657546349801,-0.8911068705492653,-0.18228161486331373,-0.14442142646294087,-0.1547420833958313
93,4.6,1.0,53.0,0.0,0.0,2.2,0.2,13.4,-3.690830587176606,-1.426568683818914,-0.10841490281745791,-0.9023989131092094,-0.8119966849335469,-0.16587348328903317,-0.13309236097848043,-0.14248555822996423
94,4.6,1.0,53.0,0.0,0.0,2.2,0.2,13.6,-3.2114091818220913,-1.1960855157813057,-0.09166791581083089,-0.8173430701717734,-0.7022715414059348,-0.15061495010741055,-0.12246171408332884,-0.13096447446150705
95,4.6,1.0,53.0,0.0,0.0,2.2,0.4,12.8,-3.9282684486242943,-2.022326677804813,-0.21141941426321864,-0.19347953086253256,-0.9520719773136079,-0.19878261780831963,-0.16281186207197607,-0.18737636849982664
96,4.6,1.0,53.0,0.0,0.0,2.2,0.4,13.0,-4.203799931914546,-1.8639431537594646,-0.17805847257841378,-0.724403819127474,-0.9316810398013331,-0.1820281008258462,-0.1505885947844945,-0.17309675103751943
97,4.6,1.0,53.0,0.0,0.0,2.2,0.4,13.2,-4.044407999143004,-1.6425036599393934,-0.14969251060392708,-0.9274233843898401,-0.8597658837097697,-0.1663290555588901,-0.13907315878896043,-0.15962034615222365
98,4.6,1.0,53.0,0.0,0.0,2.2,0.4,13.4,-3.6624163067317568,-1.4055044281994924,-0.1255936165107414,-0.9472119121928699,-0.7572740478208289,-0.15166916698217392,-0.12823480600491166,-0.1469283290207386
99,4.6,1.0,53.0,0.0,0.0,2.2,0.4,13.6,-3.1888332549715415,-1.1769489709986374,-0.10508407966699451,-0.8739011739380658,-0.641792755050119,-0.1380622403230518,-0.11805094627197832,-0.13499308872269467
100,4.6,1.0,53.0,0.0,0.0,2.4,-0.2,12.8,-2.7738615194684826,-1.9968736172886565,-0.11773593619000167,-0.4520117684151046,0.3620713875279762,-0.2529982269043103,-0.16333206777926534,-0.15298129041912034
101,4.6,1.0,53.0,0.0,0.0,2.4,-0.2,13.0,-3.5291193776065484,-1.8172275443794206,-0.10154115816112608,-0.707026184652932,-0.37915409222478047,-0.23076931259129196,-0.15146271628327668,-0.1419383693137206
102,4.6,1.0,53.0,0.0,0.0,2.4,-0.2,13.2,-3.6535050373058766,-1.5860616454156116,-0.08734939200803638,-0.7858326554414816,-0.7126091411337256,-0.20999371155630797,-0.14019953925162554,-0.1314589524990879
103,4.6,1.0,53.0,0.0,0.0,2.4,-0.2,13.4,-3.4475995534448884,-1.351632694597356,-0.07518197305034846,-0.7691007289104164,-0.8098713085637428,-0.19070405408274382,-0.12955696968128905,-0.12155182455899194
104,4.6,1.0,53.0,0.0,0.0,2.4,-0.2,13.6,-3.085386976483278,-1.1307253293925896,-0.06454191345255822,-0.6970092426636256,-0.7884832577547058,-0.17289155523758382,-0.11951492703519762,-0.11222075094701722
105,4.6,1.0,53.0,0.0,0.0,2.4,-0.4,12.8,-2.494270046183374,-1.9101027894066647,-0.10151480266358703,-0.7103036693879403,0.8217852134257555,-0.27830821508541703,-0.16820844809990376,-0.14761733496561646
106,4.6,1.0,53.0,0.0,0.0,2.4,-0.4,13.0,-3.4164606246631593,-1.7856336708646268,-0.08804592816159129,-0.8007673934916966,-0.19560051459120587,-0.2534575640456751,-0.1559694929746911,-0.13698606053367257
107,4.6,1.0,53.0,0.0,0.0,2.4,-0.4,13.2,-3.622887569188606,-1.574383684550412,-0.07622865971643478,-0.7965172682888806,-0.6743950371746905,-0.23012297705281526,-0.1443354575894773,-0.12690448481589556
108,4.6,1.0,53.0,0.0,0.0,2.4,-0.4,13.4,-3.4435947847669013,-1.345715275267139,-0.06587725481949747,-0.7381751536158845,-0.8347351372940466,-0.2083872859366238,-0.1333289323374629,-0.11737574549624696
109,4.6,1.0,53.0,0.0,0.0,2.4,-0.4,13.6,-3.08608916006051,-1.1276605705497786,-0.05668674339540303,-0.6457065349095501,-0.8363371704472229,-0.1883270462276414,-0.12296058441279456,-0.10841051011811942
110,4.6,1.0,53.0,0.0,0.0,2.4,0.0,12.8,-2.8759473561076447,-2.02558847470209,-0.1379656036151573,-0.08301894553005695,-0.08301894553005695,-0.22988452343270183,-0.15823543164879084,-0.15823543164879084
111,4.6,1.0,53.0,0.0,0.0,2.4,0.0,13.0,-3.5636292902054265,-1.8196258876705542,-0.11809612694196403,-0.5610830464283936,-0.5610830464283936,-0.21019576978869736,-0.14677270647371188,-0.14677270647371188
112,4.6,1.0,53.0,0.0,0.0,2.4,0.0,13.2,-3.657030388363637,-1.5823141557630152,-0.1010328751290217,-0.7550319546135142,-0.7550319546135142,-0.19181223667692393,-0.13590360578382388,-0.13590360578382388
113,4.6,1.0,53.0,0.0,0.0,2.4,0.0,13.4,-3.439958364353515,-1.3464356567710638,-0.0861295125214383,-0.7907165659707971,-0.7907165659707971,-0.1747301594587043,-0.1256149518303573,-0.1256149518303573
114,4.6,1.0,53.0,0.0,0.0,2.4,0.0,13.6,-3.0763426745543256,-1.1252609721850604,-0.07339356967713684,-0.7435020859120414,-0.7435020859120414,-0.1588165060384199,-0.11593372741481289,-0.11593372741481289
115,4.6,1.0,53.0,0.0,0.0,2.4,0.2,12.8,-2.801289981289301,-2.023333203746006,-0.16253764019347727,0.3620713875279762,-0.4520117684151046,-0.2091653982643038,-0.15298129041912034,-0.16333206777926534
116,4.6,1.0,53.0,0.0,0.0,2.4,0.2,13.0,-3.5141149858827703,-1.8048511646338739,-0.1379229329759255,-0.37915409222478047,-0.707026184652932,-0.19175952579826117,-0.1419383693137206,-0.15146271628327668
117,4.6,1.0,53.0,0.0,0.0,2.4,0.2,13.2,-3.6285213542869315,-1.5658382532419637,-0.11715486203320324,-0.7126091411337256,-0.7858326554414816,-0.17542795068584383,-0.1314589524990879,-0.14019953925162554
118,4.6,1.0,53.0,0.0,0.0,2.4,0.2,13.4,-3.4206630593980663,-1.330998910823837,-0.099460334982723,-0.8098713085637428,-0.7691007289104164,-0.1601229818770662,-0.12155182455899194,-0.12955696968128905
119,4.6,1.0,53.0,0.0,0.0,2.4,0.2,13.6,-3.0584705624496564,-1.1112235734472051,-0.08416038623545319,-0.7884832577547058,-0.6970092426636256,-0.1458584243664518,-0.11222075094701722,-0.11951492703519762
120,4.6,1.0,53.0,0.0,0.0,2.4,0.4,12.8,-2.59055706334766,-2.0027860164409503,-0.1928476282628253,0.8217852134257555,-0.7103042969247326,-0.190578552079387,-0.14761733496561646,-0.16820844809990376
121,4.6,1.0,53.0,0.0,0.0,2.4,0.4,13.0,-3.4038426534971222,-1.776702948496677,-0.16278487909585238,-0.19560051459120587,-0.8007673934916966,-0.17503136431332678,-0.13698606053367257,-0.1559694929746911
