R1,R2,heri,E_t,E_p,E
4.7,1.2,51.0,-7.737794434535317,-4.956110375584103,-40.863398489309475
4.7,1.1,51.0,-7.700730556389317,-5.460932130226865,-41.724786486011
4.7,1.0,51.0,-7.631916554819327,-5.626736587611958,-41.781139394501224
4.5,1.4,51.0,-7.936169798369519,-4.321166892070323,-40.387012977618724
4.7,0.9,51.0,-7.532368368352763,-5.053590289084241,-40.236654051579535
4.7,0.7,51.0,-7.251083873328753,0.3884952060179785,-28.227345081279054
4.6,1.4,51.0,-7.968092487019021,-4.031865956727415,-39.936101861530915
4.6,1.3,51.0,-7.991749614011496,-4.642326510162093,-41.25165147637017
4.5,0.9,51.0,-7.462068422930315,-3.358085879473947,-36.564445450669155
4.6,1.1,51.0,-7.910324543947354,-5.60335305496119,-42.848004285711795
4.6,1.0,51.0,-7.806732055614702,-5.474933133693412,-42.17679448984563
4.6,0.9,51.0,-7.665137561562005,-4.375821758061647,-39.41219376237132
4.6,0.8,51.0,-7.490355318761431,-1.7769451673375443,-33.51531160972081
4.7,0.8,51.0,-7.404409039299935,-3.239599441178143,-36.09683503955603
4.5,0.8,51.0,-7.223848056630231,0.17128136462997645,-28.552829497260973
4.5,1.3,51.0,-7.9558328241691925,-4.929201491759159,-41.68173428019509
4.4,1.0,51.0,-7.024132331600413,-4.455145297222771,-37.00681992084719
4.4,1.1,51.0,-7.238564421248157,-5.498305371031165,-39.95086842705496
4.4,0.9,51.0,-6.751750320952851,-1.9379742735764012,-30.882949830964208
4.3,1.4,51.0,-6.217376610089559,-4.902108119800687,-34.67372267995961
4.5,0.7,51.0,-6.957313811813947,6.3042528595542535,-15.22074952814728
4.4,1.4,51.0,-7.4333290926297195,-4.614124955725856,-38.96156628197059
4.4,0.8,51.0,-6.434738543990534,2.70366072061006,-20.331632734742016
4.3,1.3,51.0,-6.2400749018997885,-5.423797343624756,-35.807894294848666
4.4,1.3,51.0,-7.450146988034248,-5.196311163366772,-40.19321027887054
4.3,1.0,51.0,-5.678848155599553,-3.4728235729271546,-29.66103976825252
4.3,1.1,51.0,-5.961395828227978,-5.150206748745404,-34.14599681040272
4.4,0.7,51.0,-6.087701041135006,10.511465190676972,-3.327873783186078
4.4,1.2,51.0,-7.383539939066395,-5.593875143909827,-40.721910044085234
4.3,1.2,51.0,-6.152561729773879,-5.635255663539283,-35.88075824617408
4.5,1.4,52.0,-7.854732178035192,-4.0662635448388755,-39.55145580181852
4.6,0.7,52.0,-7.312478824227583,-0.09729668055661023,-29.44450865802355
4.3,1.2,52.0,-5.807105551997665,-5.654564146185294,-34.53755050036125
4.4,1.1,52.0,-7.080268748686649,-5.705850538332015,-39.732776071410626
4.6,0.9,52.0,-7.699906635680236,-5.209465028019622,-41.21855659876019
4.7,1.1,52.0,-7.780719256144948,-5.272302624420263,-41.66748227342032
4.6,1.0,52.0,-7.842848393658642,-5.70431941410061,-42.780032402835786
4.6,0.8,52.0,-7.520952706283424,-3.5270868726074696,-37.137984570348635
4.5,0.8,52.0,-7.174133576918393,-2.112853780388832,-32.92224186845124
4.4,1.0,52.0,-6.870788967935368,-5.233681894023903,-37.95051965978928
4.4,1.2,52.0,-7.212128052546177,-5.49216079316102,-39.83283379650675
4.6,1.1,52.0,-7.9445821975241415,-5.502296334481798,-42.78292145906016
4.4,0.9,52.0,-6.595788358070422,-3.5867517784936354,-33.55665698926896
4.7,1.0,52.0,-7.71478427038528,-5.665561886387877,-42.190260854316875
4.6,1.2,52.0,-8.001449663599487,-4.9857727732742205,-41.97734420094639
4.3,1.4,52.0,-5.797984066710342,-4.661899801925756,-32.51573587069288
4.4,0.8,52.0,-6.269461822754238,-0.20780119160190225,-25.493449674220756
4.6,1.3,52.0,-8.011681214265991,-4.377168394625187,-40.80106164631434
4.7,0.9,52.0,-7.616017961467151,-5.5671369429910555,-41.59834573185071
4.4,0.7,52.0,-5.9075328799081035,5.692948932875879,-12.244233653880656
4.6,1.4,52.0,-7.97556864109356,-3.7787296778988093,-39.45973392017186
4.7,0.7,52.0,-7.330766975705046,-2.029484056867659,-33.3820360165555
4.3,1.3,52.0,-5.861702059570234,-5.2464178369846195,-33.939643912250176
4.7,1.3,52.0,-7.8114226927864365,-4.080971124349162,-39.40763301984407
4.7,1.2,52.0,-7.812834590324201,-4.691978866350837,-40.63529609399848
4.7,0.8,52.0,-7.486826830019709,-4.529129981296137,-39.00556728267111
4.8,0.7,52.0,-7.0936121212434955,-3.466374025098048,-35.30719653517008
4.3,1.0,52.0,-5.367096167465206,-4.609721090528183,-30.68782685091719
4.5,1.0,52.0,-7.622124261106364,-5.5787759985541925,-41.64604904153384
4.8,0.8,52.0,-7.212978955998551,-5.18453154573217,-39.220978915458545
4.5,0.7,52.0,-6.897052771470044,2.432575145503506,-22.723060794873163
4.4,1.3,52.0,-7.257628802675754,-4.9713312580715865,-38.97317772684619
4.5,1.1,52.0,-7.773189136059955,-5.660205460968427,-42.413167466176674
4.7,1.4,52.0,-7.778025983076077,-3.5021094646072015,-38.11632286151871
4.5,1.2,52.0,-7.8651381763629615,-5.259411058970727,-41.9793748233933
4.3,1.1,52.0,-5.638605939398985,-5.589851549826562,-33.734126857249066
4.5,1.3,52.0,-7.89299271767959,-4.676947491941974,-40.92586585460231
4.5,0.9,52.0,-7.419353817298543,-4.569856635294855,-38.81712853978388
4.8,0.9,52.0,-7.308437032334041,-5.7023728779749945,-40.63849388528615
4.4,1.4,52.0,-7.212675868708175,-4.362129490007646,-37.57496245484799
4.5,0.7,53.0,-6.821359377761837,-0.4695883233798668,-28.224614157807082
4.3,1.3,53.0,-5.427726811321918,-5.021908564143814,-31.7547243735753
4.8,0.7,53.0,-7.199731592438184,-4.708831274881959,-38.21658891951665
4.5,0.9,53.0,-7.358962882426567,-5.331961255171336,-40.09977404004894
4.6,1.1,53.0,-7.96315335581312,-5.306385202449746,-42.46538382815197
4.7,1.0,53.0,-7.787608688231558,-5.547622637008317,-42.245680026942864
4.4,0.9,53.0,-6.417185206839349,-4.717703011352569,-35.104146850062534
4.5,0.8,53.0,-7.108163450669963,-3.7478850511834025,-35.92842390504666
4.8,0.8,53.0,-7.318804124835879,-5.6612483826465905,-40.597713264636695
4.5,1.0,53.0,-7.562392839347012,-5.771582210902125,-41.7927357791923
4.6,1.2,53.0,-8.012821399781387,-4.722615159582347,-41.49651591829024
4.7,0.9,53.0,-7.6901337950257584,-5.771480554249138,-42.30349628860131
4.7,0.8,53.0,-7.560069797327742,-5.3293344982666895,-40.89894818584435
4.3,1.4,53.0,-5.317339644650929,-4.412817237665877,-30.094993053935468
4.6,1.4,53.0,-7.96078638813924,-3.5333958582486957,-38.90993726905435
4.4,0.8,53.0,-6.084154354524799,-2.3645957321859896,-29.065808882471174
4.6,1.3,53.0,-8.011883272440173,-4.111958823050372,-40.271450735861436
4.8,0.9,53.0,-7.4127040939056315,-5.7165382887469605,-41.08389295311645
4.4,0.7,53.0,-5.70880109036807,2.0210867180721834,-18.793030925327912
4.7,1.3,53.0,-7.866583331837319,-3.8177909202640876,-39.10191516787745
4.5,1.1,53.0,-7.708533015684225,-5.546430367976427,-41.92699279868975
4.4,1.2,53.0,-7.004080876999069,-5.304874158464372,-38.62607182492502
4.3,1.1,53.0,-5.274188919400331,-5.771672572358511,-32.640100822318345
4.5,1.4,53.0,-7.739707712375093,-3.816148099140264,-38.5911270477809
4.5,1.2,53.0,-7.78958597232122,-5.023585270973854,-41.20551443123259
4.6,0.7,53.0,-7.3242885624058545,-2.35538263048511,-34.00791951059364
4.7,1.2,53.0,-7.876254515955225,-4.416298663127236,-40.33761539007537
4.7,0.7,53.0,-7.401236348669045,-3.741264820797369,-37.08747503627092
4.5,1.3,53.0,-7.800408637383953,-4.414561715326272,-40.030757980188355
4.6,0.8,53.0,-7.538987343781628,-4.7132702806266025,-39.582489936379716
4.3,1.2,53.0,-5.412839763972443,-5.545230568968691,-32.74182019382715
4.4,1.3,53.0,-7.022932532476261,-4.720874446909875,-37.533479023724794
4.4,1.1,53.0,-6.890779553970788,-5.715177847072482,-38.993473910028115
4.6,0.9,53.0,-7.721447799005546,-5.662444416666403,-42.21068002935499
4.6,1.0,53.0,-7.864737197465729,-5.715861832839437,-42.89067245554179
4.4,1.0,53.0,-6.6910669662756845,-5.66363292071037,-38.09153370652348
4.7,1.4,53.0,-7.822859062580392,-3.264531668741256,-37.82049958780408
4.3,1.0,53.0,-5.020716922648717,-5.3345817369408906,-30.752031164476648
4.7,1.1,53.0,-7.850020833022427,-5.025254447362386,-41.45059222681448
4.4,1.4,53.0,-6.944779926969204,-4.110259526176378,-35.99963876022957
4.7,0.9,54.0,-7.754085221677087,-5.759948175516911,-42.53623723774217
4.8,0.7,54.0,-7.298869387304876,-5.45852876722347,-40.112535083666444
4.7,1.0,54.0,-7.8496411892119795,-5.336937409359962,-42.07243957556784
4.7,1.4,54.0,-7.85170569724869,-3.0393735504476354,-37.48556988989003
4.7,1.2,54.0,-7.926745225558989,-4.141138038248755,-39.989256978733465
4.3,1.1,54.0,-4.864917484810576,-5.769704701029696,-30.999079341301695
4.7,1.1,54.0,-7.907619348377921,-4.7509484911570325,-41.13237437582575
4.3,1.0,54.0,-4.636913608934265,-5.732551089022309,-30.012756613781676
4.7,0.8,54.0,-7.623622127517592,-5.746929853106849,-41.988348216284066
4.3,1.2,54.0,-4.966487508441787,-5.357295088819228,-30.580540211405605
4.7,1.3,54.0,-7.907449920545332,-3.563235213747248,-38.756270109675825
4.3,1.3,54.0,-4.935300261480734,-4.7742717827204615,-29.289744611363858
4.8,0.8,54.0,-7.417544705909677,-5.831277237157337,-41.33273329795338
4.3,1.4,54.0,-4.77345037215855,-4.163979402044788,-27.421760292723775
4.6,1.2,54.0,-8.004772329179104,-4.450007245293818,-40.919103807304054
4.4,1.1,54.0,-6.667283709801268,-5.594452453078702,-37.858039745362476
4.8,0.9,54.0,-7.509555869735777,-5.57800290605519,-41.19422929105349
4.4,1.2,54.0,-6.756138498196378,-5.069929394405335,-37.164412781596184
4.6,0.7,54.0,-7.323710625641979,-3.9515923676081,-37.19802723778412
4.6,0.8,54.0,-7.544067037233617,-5.442433135700412,-41.06113442033529
4.6,0.9,54.0,-7.729132913984358,-5.83136508858297,-42.579261833103374
4.5,1.2,54.0,-7.68542872503167,-4.762613901984878,-40.26694270409644
4.4,1.3,54.0,-6.74278132035397,-4.461665126145817,-35.894455533707514
4.4,1.0,54.0,-6.482876091089565,-5.831233311677352,-37.593970987712964
4.6,1.0,54.0,-7.871339230099693,-5.5862747428473085,-42.65790640609339
4.5,1.1,54.0,-7.619310506328475,-5.347140722093172,-41.171523469500244
4.5,1.4,54.0,-7.587954459071625,-3.573783656815067,-37.499385149916634
4.4,1.4,54.0,-6.626441593980417,-3.863031881279312,-34.23183013848029
4.6,1.1,54.0,-7.964596628909931,-5.058684415183961,-41.975755346007645
4.4,0.9,54.0,-6.2147360480739735,-5.425940917804837,-35.71082602790557
4.5,0.7,54.0,-6.7302957540377975,-2.5991840705974028,-32.119551157345995
4.7,0.7,54.0,-7.462257931067143,-4.880736384424381,-39.61050449311733
4.5,0.8,54.0,-7.025633335520979,-4.852748183417134,-37.808029708918184
4.6,1.4,54.0,-7.921063122630585,-3.298891606158577,-38.282035702839494
4.4,0.7,54.0,-5.491845155600458,-0.7389218903845176,-23.44522440317087
4.6,1.3,54.0,-7.989977525838185,-3.851987705216743,-39.66388551378623
4.5,1.3,54.0,-7.675039041903801,-4.152549935039133,-39.00525603769347
4.4,0.8,54.0,-5.87843273114413,-3.9091111957095563,-31.331953315995634
4.5,1.0,54.0,-7.48146287468262,-5.764904249692336,-41.45565999811515
4.5,0.9,54.0,-7.280084247875493,-5.7398954660166055,-40.60012792353518
4.5,1.1,55.0,-7.503184133267496,-5.100781551213004,-40.21429963549599
4.7,1.4,55.0,-7.862527734891046,-2.826534708729014,-37.10318035702221
4.4,1.3,55.0,-6.414164373592939,-4.202863686950877,-34.06238486827351
4.8,0.8,55.0,-7.5086259000818245,-5.791189388488419,-41.61688237730414
4.8,0.7,55.0,-7.390587503905408,-5.828878893982619,-41.22010780358687
4.5,1.2,55.0,-7.549850169394631,-4.493429682217538,-39.1862600420136
4.5,0.8,55.0,-6.926147272635717,-5.528748391196132,-38.76208587293513
4.3,1.0,55.0,-4.212777717213612,-5.884911771863699,-28.620934412581846
4.5,0.9,55.0,-7.181697582593188,-5.884669553022832,-40.496129436418414
4.4,1.2,55.0,-6.465219214616809,-4.812098085531034,-35.4850730295293
4.4,1.4,55.0,-6.255155222199392,-3.623402127646841,-32.26742514409125
4.7,1.3,55.0,-7.932248488359619,-3.320406414102763,-38.369806781644
4.5,1.0,55.0,-7.377719156385865,-5.629244117531925,-40.76936486060731
4.3,1.4,55.0,-4.165516174165532,-3.9195328815840185,-24.501130459830165
4.4,1.1,55.0,-6.406821879092604,-5.3950285201426595,-36.417344556655735
4.6,1.4,55.0,-7.853822288569063,-3.0762498031836003,-37.56778876064345
4.7,0.8,55.0,-7.677040171227418,-5.883409513044171,-42.474979710998014
4.4,0.7,55.0,-5.256857720785774,-2.7683331561274827,-26.564097195398062
4.6,1.3,55.0,-7.943415028683376,-3.6005984141957015,-38.974856943124905
4.7,0.9,55.0,-7.80730371712707,-5.61112664884422,-42.45146816619672
4.6,1.2,55.0,-7.975146954471711,-4.178225134150125,-40.257038086187094
4.5,0.7,55.0,-6.623958536889404,-4.104679707204923,-34.70519356196746
4.3,1.3,55.0,-4.382400572998449,-4.518579028081149,-26.566760348156095
4.4,0.8,55.0,-5.651629281870555,-4.952663463191129,-32.51184405386448
4.6,1.1,55.0,-7.947276725375559,-4.78698137041647,-41.36306964233518
4.7,1.0,55.0,-7.9000509502366185,-5.076460518524982,-41.75312483799644
4.4,0.9,55.0,-5.9868934421101585,-5.802543554571457,-35.55266087758355
4.6,1.0,55.0,-7.861497363308445,-5.372960248612799,-42.191909950459376
4.4,1.0,55.0,-6.2438104688772,-5.814064637990668,-36.60337115149014
4.6,0.9,55.0,-7.72221587121021,-5.802967750933021,-42.49479898670688
4.7,1.1,55.0,-7.9523608112940565,-4.468307947041467,-40.74605913925916
4.3,1.2,55.0,-4.465250090754125,-5.124985866830684,-28.11097209667787
4.6,0.8,55.0,-7.535878031689208,-5.81639520986937,-41.77630254649557
4.6,0.7,55.0,-7.310662182746455,-5.010351084987633,-39.263350900961086
4.7,0.7,55.0,-7.513547461014241,-5.561050095944665,-41.176290035946295
4.7,1.2,55.0,-7.962936864932999,-3.8718546718591824,-39.59545680345036
4.5,1.4,55.0,-7.396532533748541,-3.3419789528707042,-36.27008804073557
4.3,1.1,55.0,-4.407751349383034,-5.646923584281467,-28.92485256609507
4.5,1.3,55.0,-7.5139114167541265,-3.895658636232838,-37.84696293948218
4.8,0.9,55.0,-7.598464624141343,-5.350653522997163,-41.0951655425597
