,R1,R2,heri,R3t,R3p,Rai0,Rbi0,R3i0,E,i0,ip1,it1,it2,ip2,it3,it4
58,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,11.0,-3.5644507008837536,-1.3652408765628934,-0.07055973447859287,-0.7243448332883418,-0.933813318843022,-0.2091039022197947,-0.13957328430842608,-0.12181475118268281
59,4.6,1.0,53.0,0.0,0.0,2.2,-0.4,11.2,-3.086215289251413,-1.1436168946092948,-0.06084713467862457,-0.6091829428332858,-0.8441433947300538,-0.1881450682412833,-0.1281852328684181,-0.11209462129045278
60,4.6,1.0,53.0,0.0,0.0,2.2,0.0,10.4,-4.143729654373601,-1.9538301961729303,-0.14589858520776033,-0.7391283411416225,-0.7391283411416225,-0.23203060764353722,-0.1668567915330641,-0.1668567915330641
61,4.6,1.0,53.0,0.0,0.0,2.2,0.0,10.6,-4.2462334129959345,-1.8239883370697498,-0.1250414076494053,-0.8887863386771642,-0.8887863386771642,-0.21127132198307663,-0.1541798344696872,-0.1541798344696872
62,4.6,1.0,53.0,0.0,0.0,2.2,0.0,10.8,-3.9906598849920556,-1.608232828672044,-0.10703940084204078,-0.8994791090372019,-0.8994791090372019,-0.19197664444800466,-0.14222639647778124,-0.14222639647778124
63,4.6,1.0,53.0,0.0,0.0,2.2,0.0,11.0,-3.570519349654205,-1.3734148218063638,-0.09133408043999225,-0.8348575017298572,-0.8348575017298572,-0.17412649490870535,-0.1309644745197147,-0.1309644745197147
64,4.6,1.0,53.0,0.0,0.0,2.2,0.0,11.2,-3.080316067673266,-1.1475237718550488,-0.0778840312268585,-0.7282084122416563,-0.7282084122416563,-0.15770330326631665,-0.12039406842086464,-0.12039406842086464
65,4.6,1.0,53.0,0.0,0.0,2.2,0.2,10.4,-4.125433345499914,-1.973687122692354,-0.17155872390139848,-0.5644897982710972,-0.8719734632177278,-0.21021208493039012,-0.1608929366338998,-0.17261921585304663
66,4.6,1.0,53.0,0.0,0.0,2.2,0.2,10.6,-4.223972495936323,-1.8178676046663895,-0.1455107838846743,-0.8472991425660439,-0.9131676122779027,-0.19193522864952683,-0.14872802764875814,-0.1594640962430276
67,4.6,1.0,53.0,0.0,0.0,2.2,0.2,10.8,-3.9724476623232476,-1.596807126654312,-0.12352283345535398,-0.9212555885897018,-0.8715963297290727,-0.17495982814580202,-0.13725086976774037,-0.1470550859812647
68,4.6,1.0,53.0,0.0,0.0,2.2,0.2,11.0,-3.5539825786836445,-1.3617368607083336,-0.10484437074046582,-0.8838290096027777,-0.7826160392723978,-0.15915912634227425,-0.12644389254273847,-0.13535327947465703
69,4.6,1.0,53.0,0.0,0.0,2.2,0.2,11.2,-3.0658375291968696,-1.1364432002883404,-0.0888303155079484,-0.7862675198120996,-0.6691559560713358,-0.14447037235368043,-0.11630521330516785,-0.12436495185829699
70,4.6,1.0,53.0,0.0,0.0,2.2,0.4,10.4,-4.032118215865921,-1.979101278935559,-0.2027171056251973,-0.3776512058102526,-0.9488798337988555,-0.19080696580931544,-0.1548067168914713,-0.17815510899526998
71,4.6,1.0,53.0,0.0,0.0,2.2,0.4,10.6,-4.171110425551888,-1.801199683919549,-0.17094501911196858,-0.8040354655240662,-0.9125852828728966,-0.17466364346910268,-0.14315197383984923,-0.16452935681445524
72,4.6,1.0,53.0,0.0,0.0,2.2,0.4,10.8,-3.939060365257319,-1.5749170678900555,-0.14392694854177535,-0.945246550894808,-0.8315718594822101,-0.15954943757969886,-0.13216301862848923,-0.151685482240282
73,4.6,1.0,53.0,0.0,0.0,2.2,0.4,11.0,-3.526281777652912,-1.3403550849761814,-0.12092619715258479,-0.933813318843022,-0.7243448332883418,-0.14545430790167302,-0.12181475118268281,-0.13957328430842608
74,4.6,1.0,53.0,0.0,0.0,2.2,0.4,11.2,-3.044971567054745,-1.1175262838369235,-0.10145958187058568,-0.8441433947300538,-0.6091829428332858,-0.1323795096250251,-0.11209462129045278,-0.1281852328684181
75,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,10.6,-1.6995480839977972,3.144023393164389,-1.8960904910927638,-1.8004228265490383,-0.3175319826696068,-0.04090612183790654,-0.09093247418059036,-0.6976875808322802
76,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,10.8,-3.8316350459936075,0.596705534029752,-1.7482039544265717,-1.6859574724221602,-0.28332641249289736,-0.03619226673617959,-0.079888298176229,-0.5947721757693216
77,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,11.0,-4.579023929079995,-0.5671811886131763,-1.5890335328876972,-1.5628017323324457,-0.2523933071643114,-0.031995479948818684,-0.07020707381889224,-0.505411614314653
78,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,11.2,-4.568819988693576,-0.9652471771696582,-1.425789316301234,-1.4348323628655635,-0.22449484013486654,-0.02826556039508432,-0.061721883714199066,-0.4284688481129706
79,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,11.4,-4.201965092564933,-0.9921246854355559,-1.2637235636357218,-1.3046221555559896,-0.1992607804131694,-0.02495356264989823,-0.054332325933501124,-0.36294801894109696
80,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,11.6,-3.7005011437577195,-0.8626505472930148,-1.1079605214763433,-1.1754642821033485,-0.1765737840323709,-0.022018070798367262,-0.047882150509394705,-0.30795178754488006
81,4.6,1.0,53.0,2.0,1.8,-0.2,1.2,11.8,-3.194180895050522,-0.7022451858501881,-0.9619778501801193,-1.0502835673396476,-0.1564156526583247,-0.019412649446167052,-0.04221824527485296,-0.26162774430122226
82,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,10.6,-2.5087253667297773,2.471369068720378,-2.001144450157881,-1.837567025970202,-0.29090108582749963,-0.03779367241077125,-0.08503890025895089,-0.7276493008248508
83,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,10.8,-4.34480958635686,0.2652133364463225,-1.889290792751126,-1.7318535538506694,-0.26026228250702843,-0.0335542147513479,-0.07487951323855668,-0.6201825657044537
84,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,11.0,-4.9322053821524605,-0.7193347933935001,-1.7454065146157518,-1.613259811361786,-0.23236758064012975,-0.0297703294781968,-0.06592682818882167,-0.5261395244742744
85,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,11.2,-4.827345323283225,-1.0180709689157084,-1.5857027097372338,-1.486711124656722,-0.20702119654743,-0.02639307058416307,-0.058088600693736225,-0.44535765214823186
86,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,11.4,-4.402266912104096,-0.9911972256377339,-1.4197576902806759,-1.3560503650805913,-0.1841428095358424,-0.02338478760793805,-0.05125815438805148,-0.37647587957326323
87,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,11.6,-3.871783763403073,-0.8447891025571153,-1.254272008081898,-1.224479715921916,-0.16363013512454927,-0.020691514713689685,-0.045247236150316894,-0.3186740508535877
88,4.6,1.0,53.0,2.0,1.8,-0.2,1.4,11.8,-3.3485715728020296,-0.6844201368512586,-1.0948179520200938,-1.0956418726127595,-0.1453212759224698,-0.018300701631233096,-0.03996234689839184,-0.27010728686582297
89,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,10.6,-2.6864751039538532,2.1538527738302946,-1.8510126826586202,-1.8549459154601209,-0.26610816561151296,-0.03492846165318042,-0.0793636996531859,-0.7539689527475275
90,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,10.8,-4.484149436932057,0.11488829588051885,-1.8553977225674316,-1.7612605550093576,-0.23854980897158384,-0.03112324106041342,-0.07001756579848006,-0.6426888394053094
91,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,11.0,-5.042652161966544,-0.7621272102696821,-1.7827772452728823,-1.6499911092687398,-0.2133213969063945,-0.027709586429409683,-0.061784007120877504,-0.5449416066985577
92,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,11.2,-4.923858871683478,-0.9988779481500387,-1.667315405444242,-1.5273706351872534,-0.19045116752386093,-0.024644827703014016,-0.054573917121160775,-0.4606249705539085
93,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,11.4,-4.510989294736646,-0.9567331215366721,-1.527442171354778,-1.3979868583846837,-0.16985126916551962,-0.02190511894878,-0.048253009095788,-0.38881774625042453
94,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,11.6,-3.9988871688838117,-0.8168021566234529,-1.3743021209957078,-1.265885335742496,-0.1513397242524661,-0.0194477898767218,-0.04267067997716367,-0.32843936141580343
95,4.6,1.0,53.0,2.0,1.8,-0.2,1.6,11.8,-3.481493878294714,-0.662625459372066,-1.2166352132335305,-1.1347708861576393,-0.13467054849024862,-0.017250249860808253,-0.03775853186380118,-0.27778298931661993
96,4.6,1.0,53.0,2.0,1.8,-0.2,1.8,10.6,-2.103416657948401,2.013089730637148,-1.138910569716245,-1.8521189829334617,-0.2429191613337025,-0.032312999945133924,-0.07390624535037205,-0.7763384293066338
97,4.6,1.0,53.0,2.0,1.8,-0.2,1.8,10.8,-4.071068389050197,0.08351405092980713,-1.4070581428240985,-1.7732648212695494,-0.21807604026980698,-0.028890560381114483,-0.06533069373108447,-0.6619621815043502
98,4.6,1.0,53.0,2.0,1.8,-0.4,1.2,11.0,-4.290372466202825,-0.5081613630754873,-1.539117622305639,-1.3447407522471622,-0.23316012567374855,-0.029894576291553676,-0.07182855962309986,-0.5634694669861346
99,4.6,1.0,53.0,2.0,1.8,-0.4,1.2,11.2,-4.322107529616915,-0.9386520483531058,-1.381268737022765,-1.2304862415767275,-0.20822789828525856,-0.026335339643992484,-0.06294929317664355,-0.47418797155842185
100,4.6,1.0,53.0,2.0,1.8,-0.4,1.2,11.4,-3.9822845091694035,-0.9764783510472625,-1.2259273814270273,-1.117402036965359,-0.1856758163194172,-0.02318021934479475,-0.05521021242020652,-0.39841049164533615
101,4.6,1.0,53.0,2.0,1.8,-0.4,1.2,11.6,-3.5041331842076033,-0.8504291624994949,-1.0773581136018038,-1.0070700911455788,-0.16545242408756167,-0.020397840067744255,-0.04849899286637083,-0.3349265599390492
102,4.6,1.0,53.0,2.0,1.8,-0.4,1.2,11.8,-3.022409445082303,-0.6926417730282992,-0.9383508436148986,-0.9013446963508613,-0.147259654244408,-0.017929215682670474,-0.042653737124055624,-0.28222952503710985
103,4.6,1.0,53.0,2.0,1.8,-0.4,1.4,11.0,-4.584524681267794,-0.5808583964826539,-1.7113753925077617,-1.3945606537163258,-0.21541100525064394,-0.02780245791655034,-0.06733496062224731,-0.5871818147716112
104,4.6,1.0,53.0,2.0,1.8,-0.4,1.4,11.2,-4.548371947836131,-0.9477936141192913,-1.5508871999336407,-1.2797903296304867,-0.19279491750057787,-0.024583331658504903,-0.05912461964180693,-0.4933979353518225
105,4.6,1.0,53.0,2.0,1.8,-0.4,1.4,11.4,-4.166099130932707,-0.9552584730554372,-1.3866226522950456,-1.1642544434871525,-0.17236256424803287,-0.021720631048083305,-0.05198104592273012,-0.41389932087622583
106,4.6,1.0,53.0,2.0,1.8,-0.4,1.4,11.6,-3.6681147252675146,-0.8264520053053275,-1.2248191988328472,-1.050800635595806,-0.15388553234515712,-0.019174195593222976,-0.04576806939439848,-0.3472150882007554
107,4.6,1.0,53.0,2.0,1.8,-0.4,1.4,11.8,-3.1708958816016093,-0.6728789730696008,-1.0704705640673637,-0.9411702459328808,-0.13723016192670912,-0.016900099348276854,-0.04031500744167715,-0.2919308298151009
108,4.6,1.0,53.0,2.0,1.8,-0.4,1.6,11.0,-4.704321988101583,-0.5546247134916484,-1.8189657470211387,-1.435268482484389,-0.19861381768714637,-0.025874747312627733,-0.06297690357314423,-0.6079975765314884
109,4.6,1.0,53.0,2.0,1.8,-0.4,1.6,11.2,-4.663370058347937,-0.8931299629621208,-1.68162890849635,-1.3213170589879155,-0.1782128401682712,-0.022955570952035487,-0.05542419332778081,-0.5107015234534629
110,4.6,1.0,53.0,2.0,1.8,-0.4,1.6,11.4,-4.29257628164487,-0.9042431651614606,-1.5268184263259172,-1.2048053947510198,-0.15962160122580826,-0.020346384262666106,-0.04885479109361768,-0.4278865188243799
111,4.6,1.0,53.0,2.0,1.8,-0.4,1.6,11.6,-3.808647472062148,-0.7929354412481189,-1.3644966494757682,-1.0889363007736392,-0.1427911554928869,-0.018015812034718692,-0.04309299431042746,-0.3583791187265888
112,4.6,1.0,53.0,2.0,1.8,-0.4,1.6,11.8,-3.3108218259294517,-0.6494326893007383,-1.202494902885519,-0.9765630649053492,-0.12760855111991987,-0.01592996879480779,-0.038026478432584554,-0.3007661704905331
113,4.6,1.0,53.0,2.0,1.8,0.0,1.2,10.6,-2.321830298344139,2.707774676149711,-1.9222902887267992,-2.012836216657888,-0.3473882810212672,-0.04328689491376281,-0.0879699993529357,-0.615833293821197
114,4.6,1.0,53.0,2.0,1.8,0.0,1.2,10.8,-4.276820759987459,0.3676919946447015,-1.7789732797537,-1.9123178996378556,-0.3085265865083784,-0.03839733684435487,-0.07755898096365854,-0.5287386709242128
115,4.6,1.0,53.0,2.0,1.8,0.0,1.2,11.0,-4.904928777366877,-0.6703199872281402,-1.6180219848174602,-1.7884041274664924,-0.2732460919651203,-0.03402861231006682,-0.0683785097207874,-0.4525294638588093
116,4.6,1.0,53.0,2.0,1.8,0.0,1.2,11.2,-4.828070725197904,-1.006431913585402,-1.4516000577714294,-1.651214753743261,-0.24156813212903216,-0.030135540175251663,-0.06033822399331257,-0.3867821038002148
117,4.6,1.0,53.0,2.0,1.8,0.0,1.2,11.4,-4.428004862100352,-1.0107918529538438,-1.2858282307861373,-1.507226936693769,-0.21341803367249668,-0.02668172516860068,-0.05330885696457699,-0.33074922586092725
118,4.6,1.0,53.0,2.0,1.8,0.0,1.2,11.6,-3.902847391029354,-0.8748280063737184,-1.1253877292620018,-1.3607987332507037,-0.18825362744973972,-0.02360943634994328,-0.04711031314218417,-0.28285954520106316
119,4.6,1.0,53.0,2.0,1.8,0.0,1.2,11.8,-3.372255055233836,-0.7109060789225623,-0.9744201183784753,-1.216291337797884,-0.16586720832856372,-0.020869727595709264,-0.04165599629050121,-0.24224458792014048
120,4.6,1.0,53.0,2.0,1.8,0.0,1.4,10.6,-3.2454779549734667,1.813660777406767,-1.961234814254567,-2.0163885506917723,-0.3167149646906182,-0.04000501742120832,-0.08245606900891289,-0.642339316313155
